Geneid,Int._Ctrl_#1_1,PD_126_R10_S1_1,PD_126_R11_S1_1,PD_126_R12_S1_1,PD_126_R13_S1_1,PD_126_R14_S1_1,PD_126_R15_S1_1,PD_126_R16_S1_1,PD_126_R5_S1_1,PD_126_R6_S1_1,PD_126_R7_S1_1,PD_126_R8_S1_1,PD_126_R9_S1_1,PD_131_R10_S1_1,PD_131_R10_S2_1,PD_131_R11_S1_1,PD_131_R11_S2_1,PD_131_R12_S1_1,PD_131_R12_S2_1,PD_131_R13_S1_1,PD_131_R13_S2_1,PD_131_R14_S1_1,PD_131_R15_S1_1
b0830,6.41643463720498,8.420872395518225,8.329338552818305,8.301775964182717,8.294103825847113,8.312179178911283,8.402746536694476,8.391582890285195,8.303781320166356,8.300252904000224,8.320568433169582,8.408289913719985,8.455626719249285,5.975310666670011,7.376359728172713,3.582439694033645,3.510065789153474,3.5045338972354942,3.415543796928036,3.5478038110105583,3.7988669041924448,5.995509535337221,6.221724564082292
b0831,6.037626200128997,7.484863902341973,7.316339145317857,7.5353158316911335,7.373728060524511,7.318311843193195,7.373282123786611,7.49498771996957,7.335726894849706,7.433397712650965,7.333262794997062,7.373001848892731,7.407744936624231,5.346714626677069,6.870556648923905,3.390115582968949,3.4971475626621187,3.726415915573202,3.6087560288041733,3.8160153411915525,3.510102087999439,5.029652523212348,5.145436407331182
b0832,5.375969319857186,6.772357698832421,6.332969576006758,6.8710361627782905,6.80611292047136,6.007898295840908,6.596968815482639,6.684099798828602,6.575694312336047,6.596758536655785,6.635839266550261,6.5080052318228505,6.783178567343805,4.546302781513865,5.68113813630159,3.359459340606687,3.755313107509592,3.330810318191265,3.832782830799915,3.5203026436690785,3.3046626181287198,3.9740776177718757,4.119665513586949
b0833,4.045835754756731,3.0113438015111846,2.8756638197857187,2.8573039228606647,2.8715178760773616,2.928157805801395,2.871935403771966,2.9858859606857076,3.027830390409569,3.0166132183968,2.685647559346129,2.9669953182424154,2.7814164343766925,1.6114018751545511,1.1678413593054993,6.251007599857724,6.365581815301207,6.422188560637078,6.486043023624172,6.372108549893313,6.378326975084432,3.241814746373209,2.7219563464750918
b0834,3.38425754212194,2.3289723431858804,2.1753191367959284,2.2431808237780504,2.4724307227914095,2.1479991557522102,2.0754599603150394,2.1533955560336904,2.3754858487349377,2.1847351507435278,2.58669915738523,2.422544319737672,2.1057321614876368,1.078719945658394,1.3039768638208675,7.443257952928603,7.691476954410474,7.3568782874042915,7.348636978814183,7.388287477494414,7.444541332966927,3.116122634157382,2.3860856617278685
b0835,5.555412999604639,5.903455701297701,5.762403633679451,5.824118578549525,5.802291471283103,5.890309422642038,5.7910919902115054,5.949969610052516,5.821467450885608,5.802316383102666,5.83356878586181,5.692200478623564,6.038581373606833,6.386030622065995,3.8262694663656713,0.9795833692599127,1.4197165742312858,1.0930094586270882,1.4151644604061442,1.4127445049990677,1.3532222053741907,4.454357721827843,4.562366929032171
b0836,7.193543820287807,8.262760356542433,8.287098481792087,8.289438861103532,8.27973462548812,8.266121508473113,8.240884129774837,8.27438863498111,8.417798796890375,8.256687539537907,8.283153753007618,8.288881417693695,8.098508691974967,11.518920115444116,11.42669626880399,6.586297496456578,6.350603932803591,6.043439007832283,5.963417087717507,6.298094508439137,6.0898453537414,10.318485700274477,10.676691612298365
b0837,4.600025050200663,5.391681547107114,5.589173292932547,5.652638704422571,5.5993987178169355,5.305105931410619,5.071968236912586,5.242788447079357,5.655543978437032,5.559544391735672,5.620352432255778,5.0734780660334815,5.152588195870271,6.270506290558847,5.955884747132942,3.7071968064735006,3.708869586697173,3.6683289159087358,3.481157265458815,3.607994337996458,3.5470177249634944,5.147994383744832,5.122963306397162
b0838,8.367717266924993,8.112472792172332,8.020424397780335,7.8585901869151575,8.015427826300773,8.08232718425912,8.205546972777917,8.148870096397884,7.964578591717558,8.020854600347139,8.045744521161206,8.079954894422901,7.919593182718157,8.681418771655181,8.089232510886504,3.552591015728746,3.652364287790432,3.498881424587916,3.6183203130856274,3.499898111076031,3.8230098935278125,8.162149357204239,8.299187941143934
b0839,7.627594368880152,7.746651460872598,7.75154070606297,7.6012693005387195,7.759994972067769,7.606020594265699,7.6551434565808245,7.775873753115346,7.613349686532227,7.731145281328789,7.72001096085063,7.665356725688598,7.644033738464444,6.906085119893458,6.989526090181829,3.1073358601687993,3.170250514874275,3.4908510399396384,3.3134904821934086,3.1799228380483475,3.081891721988062,7.858952652307247,8.056928179432479
b0840,6.673890236310754,7.442995314857953,7.208791639934804,7.38397065336998,7.303914745695989,7.228362331028599,7.43904577396704,7.440270841529512,7.296020856417458,7.288990381933188,7.175797359521631,7.170002195307509,7.368064145167618,7.3022193201785175,6.2798955097640174,4.198233709531148,3.7325745092939604,3.8542016746178933,3.6385837810073927,4.10971431741102,3.5686779223135856,6.7195671715746315,6.640199511333893
b0841,5.8122459927462105,7.299284045221191,7.150800851847292,7.252153057244011,7.05169050620906,7.123460261852302,7.1513991825059575,7.4132031295681085,7.062952569362859,7.13291420946331,7.056543367396104,7.166180767639904,7.126225568137477,5.885065526572254,5.036144786014214,3.1562626417075035,2.897216831535313,2.8157023228244604,2.8420951173114357,3.1501042478779446,2.937376410235299,6.3811468482873295,6.218847081796501
b0842,5.173883538934443,5.175730075138431,5.055925184703649,5.338567197663188,5.27819096690121,5.000183136416275,5.180198193465006,5.178928841694482,5.094651064386635,5.2026267987345145,5.1784661141781125,5.076133450795409,5.246823347809296,6.068052485672166,6.231414070044235,4.886006303427202,5.220100690464741,4.941821371506639,4.95959222817127,4.747592753701578,4.806962457618845,5.927488874086754,6.015564250389105
b0843,5.097823327060727,6.1041292858446266,6.555486793207287,6.646516528297913,6.436909444399995,6.791104007728462,6.593473652301258,6.640815215459097,6.147169526447391,6.470660864547524,6.386813706428236,6.634534882471482,6.458515897123364,4.892239502434499,4.40873527169461,5.621563020112847,5.639426934584698,5.18286609267817,5.422218885510962,5.365284747461692,5.814768271628643,4.506718700492239,3.623449260646684
b0844,5.47964794597602,5.3761267279105045,5.473296004984407,5.326866411400526,5.427458433836072,5.307297544113191,5.435611300842152,5.504622414529774,5.48615798976369,5.325123439724528,5.284227298704976,5.321980454637165,5.5267367698426195,5.12150787308293,4.415329661497864,5.281844326885773,5.5464776271697485,5.316656224475,5.428791225542302,5.093298385694592,5.2409225655267635,4.5223737762824925,4.727333682774239
b0845,4.627756942515465,4.3576492655201315,4.326242942951485,4.427960515898534,4.546571718514203,4.285743239712132,4.472698304746535,4.407277522200179,4.252882416363758,4.271544101578624,4.3882946740885815,4.190495813016134,4.590356009091654,4.549262906313144,4.274346863914152,3.8344239628121994,3.843199568858487,4.14193726236841,4.0637310383981236,3.7699442398663265,3.5804545812878734,4.0423162080399315,3.8819720893603735
b0846,4.170581881386101,4.344134084470563,4.170136066718172,4.313685211656933,4.309978566089924,4.232432410676778,4.285257942164167,4.254470769215393,4.066136593193334,4.290898136133362,4.299380667947227,4.406864579306441,4.52362046785321,4.592189498781271,3.743591486823738,3.8412334462624464,3.9131555889391896,4.059148773619991,3.7385632745711344,3.674422629175978,4.079427855877538,3.754405033675769,3.461653720788292
b0847,5.801664485402197,6.76974147325322,6.592145749864173,6.49719309599591,6.50550103455192,6.623332454106274,6.638637544499231,6.637748550422334,6.5830307182421315,6.583713282331484,6.574018757350885,6.64123542161075,6.705630559490861,6.491092739698666,6.506274134314249,10.444604753331935,10.430828614675985,10.433979586586306,10.439898333195503,10.404829798821389,10.42972572325423,7.199976017968404,6.909917989013661
b0848,4.716525936748873,5.167546312175128,5.262358677952154,5.7029769376015125,5.588469340548338,4.907759525067338,5.171472439192232,5.120089507049143,5.325055669145609,5.548918145377127,5.411385927821827,5.292553182518212,4.961109839542895,5.566853147858067,5.041322866715723,3.0351865598690195,3.5813880785540793,4.079000153677549,3.9830732287962185,3.422166781680283,3.198701575786458,5.677570042384911,5.4492745024933855
b0849,6.680471650147239,5.785385995440378,5.916555563311971,5.984350040665431,5.795546188485299,6.0588902065977175,6.198681538934248,5.860510730592905,5.86460019238207,5.66410295643257,5.80655028395312,5.960425044992608,6.049726156974029,5.694781431347203,5.028830157921425,4.926737000503096,4.398553312922089,4.457237575318323,4.180640821000836,4.307215481763314,4.539828858346154,7.155261398010537,6.999422092916536
b0850,6.417341873847518,8.029986967386844,7.831789731435868,7.792161252444621,7.927189864784563,8.137277759132395,8.064243890099682,8.195467660107422,7.807675141079891,7.7525612338456735,7.860723544781509,8.066695165794266,8.122668509367571,6.06681679165014,5.523228085637333,4.240244274672582,4.247787611809674,4.673650438169072,4.8393998246902585,4.613096170514409,4.674910283740968,6.797293202109664,6.5731526092798305
b0851,5.537728073721016,7.3052685385892,7.157549878921155,7.097467712375594,7.081306302715948,7.334719960006653,7.268655588483803,7.282727195117573,6.963442039632058,6.985039585751997,7.103848588910302,7.215781214746639,7.396249424246086,5.766212925939166,4.654273493625184,3.8348712129754063,3.9771389108994364,3.8380501019669495,4.333285498735093,4.143029647402692,4.024702958620147,5.8294375058528765,5.8341005122658665
b0852,5.195233546074595,6.214368887386943,6.233987283707125,6.4274500464482465,6.21278486035713,6.239672260331482,6.195192294979301,6.260257551465955,6.2667852786833205,6.271070714363309,6.304576392682194,6.3093703111764174,6.317109311476521,4.97976279814118,4.915947496943999,3.2333423047133047,2.717269157712037,3.343702486741573,3.4534058394301392,3.492231447209154,3.0877697322869393,4.636017038239787,4.656773049776133
b0853,6.304181899309688,7.4372244851450615,7.404274105550496,7.395568601940577,7.351012856030322,7.325300430505127,7.291185048425921,7.378577928801604,7.366976228282176,7.493741038278406,7.508853950681984,7.585717113183053,7.3446706915474715,6.754983159642104,6.463650605104211,3.088286859773577,2.9107494074903237,2.92888910584547,3.315947830318174,3.1715818123784056,2.9036765680919685,7.29298226127791,6.842625620609994
b0854,7.841662802709523,7.635247942401928,7.898488947926455,7.825072021351696,7.897608687079976,7.6244174480196145,7.6161589459962205,7.624911975465219,7.833610667560911,7.837239601531131,7.927148153649846,7.658286719624462,7.800742883098167,8.65093321306492,8.556416573672886,2.7632969560415614,2.858769043483474,2.903083216282727,3.1608582693018477,2.975631495544502,3.0258920974539136,5.501077151332799,5.317543877750769
b0855,5.97783982984943,6.388527137345189,6.518462083450716,6.605544243632516,6.555666759128125,6.197738268953481,6.298413609432709,6.20083871167734,6.436831642985734,6.527392801226552,6.516095452046807,6.338404435200796,6.396694692244949,6.931245227419295,6.884528058567429,1.8685745263211322,2.1782906622942404,2.3896087929093466,2.0421557187747394,1.9930037051173946,2.5691907606170177,3.9174494786254592,4.124664008084955
b0856,5.1728913527311535,5.010590529943485,5.3041653751888145,5.342799237765476,5.428367144038344,4.858198185999524,4.954461371360245,4.92591295266047,5.244980075354784,5.176233922749199,5.074877577317603,5.0980013172979435,5.025170650682402,5.928547605829543,6.195360400764439,2.1050533909498097,2.376147185987484,2.737730865273026,2.0853033810899375,2.7768854042039184,2.1361978180517034,3.1667887790805436,2.810314237262033
b0857,5.873129360472189,5.659493124658874,5.780369397874227,6.050852236232246,5.859195591710417,5.599837252465655,5.595308024452875,5.636893120483962,5.745400381612837,5.918123796765015,5.698644473212109,5.620773710293543,5.656327392694231,6.537582343097818,7.281919514195177,3.9904779287675427,4.051386724330511,3.8220514621164927,3.7958840700560095,3.792289642911051,3.7208196034580068,4.401486350515726,4.645019713075132
b0858,5.201022351797643,5.540289511726847,5.49933307015697,5.925826038371454,5.882759284650315,5.300917057347087,5.348866461590493,5.640193348836464,5.754475274621757,5.900320903474721,5.73948541487146,5.597258744473455,5.605246508352534,5.36812677210562,4.81878606261299,0.9095677261717412,2.010282855156362,1.7900412950324116,1.6366190992289986,2.1062897819384694,1.7694429915934629,4.11776901048166,3.697997511335578
b0859,4.153753265122456,5.220630060476626,5.26981335961963,5.298478183716088,4.941410577498508,5.06790446279194,5.227124612558591,5.2165505742740175,5.076627407112713,4.955406470775481,4.921433249848418,5.102326136188509,4.951332384815282,4.718811927967665,2.736528329113023,1.659031902535498,1.9096443099940899,1.9747534846786827,1.7999277766605517,2.045018764889904,1.7992973015144402,4.577695832605193,4.7585670056201295
b0860,8.224274165547573,8.887831584732147,8.315703142628815,8.304356116239337,8.448286175337014,8.257557385116195,8.171480970478706,8.417641765823959,8.348056019855978,8.358349867646446,8.46845017418932,9.024731923737065,9.233709603008181,5.8798047567830825,8.324008620306953,5.022126310708741,4.9325760327865975,5.206444382171904,5.1547850065718634,5.142845398861449,4.895726243772245,4.8506434078042195,4.045574837603342
b0861,6.75554858213428,7.828466211128102,7.189105107499247,7.2912021152263495,7.29267449665475,7.199077585179174,7.2391563420384255,7.25611938473529,7.199206456701769,7.239151858482354,7.066764503816218,7.491401087307708,7.795325236117988,6.567183082191859,7.0935317132586935,5.555158673582302,5.60274737974042,5.743015382454468,5.797649379568452,5.545081116927578,5.720536278724241,5.806637638446512,5.484658351488114
b0862,6.373412369736111,7.736183249723977,7.154215266017162,7.423244450477051,7.4527392827907954,7.470116531001902,7.4289063996041405,7.567794941271005,7.288126623491761,7.443371132516162,7.418731458095726,7.973262333050222,7.923446004077869,6.297339747988383,6.832964383168195,5.268495560950259,5.3454795235239345,5.544914028093783,5.409865438095225,5.052211465171248,5.223183688737202,6.1896031899986905,5.363824865444705
b0863,7.311890320534658,9.017606056140671,8.48848398819785,8.63583318702357,8.569589558814235,8.880996441359915,8.768597245589893,8.846029080449291,8.55296596144534,8.724400393005784,8.724719772163331,9.178530468445071,9.30906152177797,7.743913881095587,7.986750733554242,5.589285032731643,5.44252734394322,5.828694203192529,5.826829073803295,5.637655353038611,5.447915026780047,7.08219938969838,6.638555513185963
b0864,7.108480150830096,8.201986029317581,7.95715680362178,7.9823952565391725,8.007723018647242,8.266257855295237,8.092422278382593,8.250687113546508,7.96031085034005,7.937686619688317,8.02257361969469,8.370781570913897,8.475588535851992,7.854628210630249,7.322919575750494,5.606764549772387,5.90483579587821,5.973509269033408,5.9645849885402695,5.6317777487902685,5.826654755675797,7.580915923759307,7.040955707230889
b0865,8.18809602357536,7.423839536641447,7.430194197286664,7.461228337754711,7.579414519541213,7.7470992266791345,7.602415092131704,7.5313398158619504,7.520340067294093,7.509344273814628,7.6342750598772655,7.555144477568557,7.626027506514581,7.60323054414805,7.969976272658458,4.939840166862614,5.147374154345406,4.7347532531269465,4.992838729084932,5.014732905057983,5.055266018081982,7.482243355846314,7.1692551743738795
b0866,8.190397542205877,7.916131004453231,7.914106621502936,7.943025348020506,7.837204137671583,7.960246911385255,7.872844246217852,7.893486759008749,7.974280233961236,7.767197586504101,7.9173295808197395,7.787052667344456,7.811390595176824,7.4204798581589415,7.519027547593279,7.6493467048780985,7.816562388140104,7.58550244250847,7.445242366306069,7.529029906457401,7.549609782636058,8.296638957833535,8.348877393958965
b0867,6.849567177476215,6.986812306534301,7.136429102851948,6.995344684010925,7.078414386141714,6.955460930772997,6.9632167763020325,7.0204359525823445,6.942620116529543,7.074113264223191,7.028693123913102,6.819868299107739,6.91620005760963,6.579307512249659,6.501446814317042,7.544996370244085,7.601312243845397,7.447794277122127,7.459564546052282,7.770456678984446,7.647757060726377,7.317807254907297,7.537929377122718
b0868,4.838506198231814,5.592660983970013,5.560742705736522,5.3121686059232855,5.457293932274564,5.62047750271464,5.5228947688878325,5.5858774701658325,5.49278970043063,5.515757201378952,5.526018693620293,5.542991760838122,5.298539575543381,4.862161446696922,4.243499331823243,2.9330315344368314,3.2211190063926813,2.882054016187849,2.639580817608411,2.2534382371939987,2.7979367938289332,5.096532507862885,4.994848634638488
b0869,5.870424649369734,6.23008326669216,6.458964594395639,6.36900960110586,6.407606587021494,6.089350911814301,6.1006576642819725,6.2385172536616516,6.257215750934747,6.396781956011302,6.340677111838814,6.117138672308478,6.151115714471937,6.103443720672874,5.789905778472271,3.8687663729072863,4.037428252150084,3.809462625896482,3.8466401593679804,4.05397118464979,4.03882706803417,6.213771382611743,5.914287165345947
b0870,7.074098397498368,7.168067335201042,7.257183298640999,7.344423667576683,7.368511219003255,7.007623297262151,7.193770187550634,7.168822339732858,7.267875549754859,7.3184667289022265,7.399888057205771,7.139374187503475,7.175703404710069,7.562453172573364,7.088180908907503,4.135632870615514,4.337315573992353,4.091342004631547,4.243464592782936,4.205799885264271,3.8600910966551565,7.80934118797918,7.2628555822744945
b0871,7.66781234345557,7.508061269036521,7.934096361699442,7.8997402880497045,7.923714742695466,7.614925184085941,7.739379677064025,7.628812454722501,7.805166406353733,7.854503389599226,7.875650887585115,7.607528926485137,7.440741496793515,8.519428794334802,8.518546309201383,3.5540604045795177,3.629048658082333,3.7170129828787637,3.681389930864881,3.7979607953674623,3.6997246332392306,9.59233854944876,9.124657165294629
b0872,2.1774672551655763,2.2379626410572517,2.569394256139054,2.5874721529692097,2.3779251186091726,2.2994450210463517,2.4645021535670115,2.5466153359669383,2.6812158848801646,2.242703779506416,2.2713614852254556,2.2319217832467455,2.9225355384062817,2.2822069962828313,1.9059508448077778,4.832175943159545,4.987332329190128,4.8992991170295985,4.62776079757597,5.064164293217202,5.040662182280544,2.20023428913247,2.4762037253438565
b0873,1.3500237960926247,1.7558319837370764,1.779465046886839,1.6866960421081758,1.5171495478974357,1.8850686140808377,1.617172815872073,2.1046397366779965,1.7912882874005809,1.7315442614205536,1.9152701797878022,1.6921174845039206,1.7935922029776723,1.597785853308106,1.1250785194104866,5.138209999490195,5.414855296778718,5.067930595938493,4.839680560040497,5.3003689427213985,5.293484085065314,1.5614981921830027,1.489470760555136
b0874,5.150678760066279,5.162204410918758,5.151411762766264,5.522144873641807,5.426976585261352,4.899172902187222,5.092186693306151,5.538226022456607,5.183132202039334,5.289825542520224,5.296581130932188,5.068290115183072,5.182522106286933,5.018923799666791,4.777505163026585,3.7452406000382226,3.8408581001291027,3.3714942147470146,3.713231687659328,3.517327978015271,3.5606345430139683,4.337183778024145,3.6502033311956086
b0875,6.150328876422599,5.518954744837082,5.822655622031159,5.94875362985867,5.975442254314809,5.574564693375311,5.638123787052716,5.590801599959771,5.9486433954188245,5.881529129200805,5.733213884886602,5.4986255147891985,5.366635357230007,7.863584594912734,8.239244276021406,6.376583757997029,6.413852913440653,6.341553578709367,6.181100232418477,6.358972988782336,6.312853089565671,7.146902219994005,6.890525228771473
b0876,5.019576629357181,4.778708417949754,4.993641524084829,4.813485188189223,4.979555442870546,4.8556155340680816,5.0330175100800885,4.771448376752674,4.877522444269852,4.818681382212908,4.935031839770493,5.069800696950928,4.872669798276093,5.000205589945143,4.696443816806754,5.588765526334395,5.618138600933242,5.532517659779687,5.493622617067502,5.6961763694768655,5.641268170310724,4.694331977270756,4.804660981842799
b0877,5.86204996419729,8.654988407523797,8.201424069664105,8.183222028031954,8.259036475890277,8.384285319695566,8.454500861379394,8.690013359403554,8.212562507243218,8.345639933463714,8.29660956025058,8.402906311304367,8.546653979204585,6.613970179911462,5.396125065910377,2.727676718654186,2.2414064512236016,2.654478490369153,2.1894855138717353,2.727660669504548,2.762087896990495,8.49361736143449,8.811885983699652
b0878,5.700896700005619,5.201542744889494,5.330957000096006,5.237918828552814,5.144888290959811,5.315719857615325,5.216378346351816,5.360777892317371,5.15123909038403,5.45359528850685,5.443685273494521,5.2122352073218,5.0865003118588845,5.623442393304842,5.3742223906596545,5.086417366098997,5.089312636337267,5.264178300663837,5.153557254763761,5.267904367020408,5.1526975447220975,5.551638659281136,5.633091448996568
b0879,5.226203002597272,5.4297127601170265,5.5834772643463815,5.540726072883667,5.489623989447535,5.286935946292723,5.410361210653776,5.504334266976852,5.50386519469722,5.354533503449858,5.608638743206352,5.166339270405362,5.391382414501214,5.317174019785386,5.559905081034489,5.863398999841896,5.859198557643994,5.957052716844848,5.838754999535965,5.8929078182209995,5.841696391440636,6.402149014337756,6.185282193249788
b0880,10.721484227180529,12.408039695558362,12.652113203772199,12.784273798258194,12.620191575419,12.682470386604935,12.505528464122365,12.248281263349073,12.755700945558564,12.775132209868653,12.586689143461344,12.569046079119774,12.644510399703098,13.66136284434444,14.103251258585205,5.783849601690478,5.83158741992589,5.766222018013071,5.790701220883667,6.036985527654755,5.904616645730368,10.082630541074248,10.052494006688473
b0881,8.554362274175036,8.805664892104609,8.791915497672958,8.932796380645351,8.769191880433668,8.722987967881629,8.72538023536762,8.646722683977606,8.895676834563925,8.828017352289462,8.664488008250705,8.662227585753232,8.750245698009937,8.611612510953973,8.807510277944067,8.707661614933807,8.467387556456952,8.674954642056141,8.651794586085941,8.738858228707594,8.428843520275489,9.617080573729854,9.337819103181054
b0882,9.675496331307004,9.42895864883956,9.496061962439843,9.474935453470145,9.480242953744318,9.428770762019617,9.459380728609984,9.410343598154238,9.41985197167798,9.285954029509627,9.37708403819046,9.293372907903409,9.374033116071177,9.42152304588707,9.293973606627956,9.21192214723398,9.294467861592818,9.25786902295657,9.210482516889037,9.336584983032706,9.270996951932114,9.657494769868872,9.824613946381675
b0884,10.487569818826211,9.682809671683055,9.845797165542297,9.816303291375334,9.73198692840555,9.955361932336976,10.08764105060246,10.08321890202359,9.841788718754977,9.701880327514921,9.810002110361024,10.16813504205651,9.694934917543959,10.096466183885392,8.96181627623406,12.057357465572284,12.13118218584155,12.115963029524073,12.2398284095751,12.07047635608575,11.9780950227077,10.850076206881484,10.381439789658357
b0885,6.2025327275630175,6.682599094275202,6.378109479261067,6.704601997148972,6.801714970301389,6.14846232487345,6.405694554600205,6.425936324371584,6.459724503797546,6.582547719507034,6.619583487295565,6.40949566337781,6.6426671942244715,6.889304773471481,6.594990117642796,3.4261691129872287,3.8098589416191913,3.850751968299737,3.713997843098305,3.75565092109241,3.4899736065047566,5.892106281333453,5.738557917933842
b0886,5.546979809799607,6.080739296227534,5.899733809179628,6.04380503566445,5.972713822258769,6.01565393571971,6.021264997834539,6.085798941378075,5.822314113319106,5.7571872392926675,5.932097784088916,5.963027633474532,6.0222514609194215,4.862765967454622,5.267486646416875,3.270245576924481,3.3386295894892903,3.1882598930633126,3.106995016541145,3.1870538247268705,3.471349387659443,5.543374327579271,5.460689991173874
b0887,4.9246131755170985,5.264336397674188,5.246787017092196,5.259542677143704,5.207971539622997,5.176160067148637,5.32152597078916,5.432334322668573,5.123924106426926,5.126443864747723,5.211606713041263,5.317751481304966,5.408645877785913,5.360902586846738,4.191966696119696,3.2857000585676954,3.24263327302238,3.3721262848373996,3.2103625657589845,3.366655972513641,2.8414182438096276,5.334923021928745,5.211669648343162
b0888,8.308279755354688,7.8076958833766446,7.726232253298179,7.777838939568893,7.84324119468891,7.920433191996311,7.888487123555458,7.965687620309587,7.7929702703312325,7.727484410507041,7.891654109838742,7.971119852604033,7.966039323395707,8.273157579614438,7.094780160255062,3.9566878244325894,3.960197874224939,3.781886741835897,3.65455865182226,3.99176037150287,3.9945617701736262,6.78664096576475,6.872762441356631
b0889,9.907594489819703,9.441227403858512,9.62003784461651,9.588255503438761,9.623085420927485,9.447597157314915,9.462108319221086,9.287487892978517,9.55285340035319,9.651698136060508,9.630508084132256,9.433837385094066,9.50068854830905,9.622244895559746,9.76188701770307,5.122901999172819,4.691131151191125,4.998319626720103,5.024789992218375,5.218013446705716,5.062975521041354,7.693086180883916,7.349057758999417
b0890,6.846618368198974,6.449441276581476,6.432563488970967,6.434662842366763,6.423078465372803,6.316801976809148,6.363754281859997,6.381616180542957,6.361952088054364,6.380777332084779,6.351502932265137,6.355291985520878,6.408214679432412,6.522868297289072,6.642247280628908,5.623664750088437,5.715792139854651,5.897186964157582,5.900143388256591,5.678121784594665,5.758831424664169,6.423953679914693,6.172971191530921
b0891,6.672144329646714,6.585916230955414,6.603818092393794,6.566634567752839,6.582699641434205,6.620918450735904,6.552270340521185,6.4886455844981,6.4383106609155,6.500647004957199,6.6221297702101065,6.522264381857247,6.455917514247051,6.034845000573565,6.848846850712959,5.922759390338434,6.041196219556655,6.169049133623447,6.136336932488504,6.077151944101791,6.100477389750708,6.422258541919807,6.392504328815166
b0892,5.950552844910753,5.933087143085627,5.784113420560744,5.8316928159801265,5.648517760081122,5.761569324501157,5.869347535964337,5.825294189102484,5.749936136155162,5.655985823279864,5.7506434386612595,5.830495259191523,5.881552167915619,5.371469479233968,5.873945147966162,6.011207688425524,5.9604004491176195,6.08442437290295,6.08490309121997,6.151570708271768,6.104852483306995,5.834683891626016,6.1278123631803005
b0893,9.008063861051781,9.594343930859644,9.201376486512236,9.170145811250652,9.199936974205844,9.519476101583171,9.452790978519491,9.442121416678761,9.130990895508804,9.17650451305977,9.202907237373502,9.25396451455942,9.491558794734217,9.24249243218487,8.504858323258437,9.522498409502331,9.454814461235028,9.34721151127262,9.386463228347136,9.5452744494244,9.539895805002322,9.74998094811847,10.024199002145565
b0894,1.3623423256652387,3.1968865453935305,2.536368650499332,2.5710152041860255,2.9863378438816377,3.0885931155371775,3.029353995173817,3.2035904771446133,2.928299128004239,2.836271566560716,2.943500032733125,3.035242105903122,3.070016086019169,2.749068944793267,2.2109182219910415,3.5932199330600083,3.6378598226780348,3.5997428973027676,3.6451362473286157,3.767892262474275,3.857149870930563,3.104319435866689,3.4365428433833065
b0895,1.7433255105298824,3.5790210098245687,2.8032283260745676,2.9650812854408275,2.817303432806155,3.390876919074212,3.07585017158688,3.270907605880365,3.3962057699150354,3.016936233562129,3.444315646481159,2.935513099326071,3.457017304555078,2.646556745665574,3.1061663412674156,4.2358156128568565,4.0717979693884025,3.8932621371610296,3.8903831913136058,4.253431359545209,4.163390197330665,3.1593859721143094,3.4156465744258706
b0896,4.079463307365587,4.345487063752654,4.508697546834732,4.399499452396227,4.675713610890055,4.499520767975239,4.452364291140252,4.614286086153954,4.405882908174581,4.612920542237758,4.280548616464905,4.558531268755395,4.356333768658534,4.905360289396201,5.211522886251521,4.825064106596618,4.633787623575299,4.518092916655554,4.5128737408426005,4.623088613224787,4.731543045655993,4.566904513169145,4.599499148419107
b0897,8.428836702481624,7.220614572435562,7.853118016163528,7.780576467062124,7.85423873652568,7.28079666157185,7.372702594625423,7.297326950642322,7.780762162539925,7.836746064705685,7.860509797607827,7.275699304469611,7.147084331171752,9.968570860188024,9.93669418847829,1.988741680385658,2.575374731221123,2.2733357320156706,2.177987043459025,2.4471300088744137,2.2503330953290033,6.746868187465404,6.791979093617499
b0898,4.905591299247195,6.336264710020955,6.35882181982678,6.71352803745392,6.5099009584844705,6.165805630942116,6.159142043794841,6.374424345682016,6.5241404945915376,6.431015362291055,6.424265181866404,6.000196684700052,6.423027119251572,6.723997458597295,6.5172730409594015,6.264833788196602,6.523548070665794,6.368132075353379,6.206397934895882,6.2421174415426695,6.208028713899533,6.290327176871357,6.100608576259253
b0899,2.213701651909296,3.2544604879997934,2.956099690106614,3.2162305933188637,3.275220997821766,3.201069193693175,3.1797071815637863,3.056747741562735,3.361399524216534,3.1270128229213827,3.0024493878279763,3.174239488500076,3.0025305783909797,2.9279876377905607,3.36492661871256,3.2487630937905614,3.543474260889922,3.399901640422026,3.497903580984122,3.3565244282309035,3.373617772585117,2.1165184773494548,2.002589732601496
b0900,4.250173497558582,4.5591990606043336,4.252181953207213,4.490786295573206,4.524316824523789,4.321671384671424,4.492062703924924,4.436232305498296,4.409968551238512,4.512570737966959,4.411575952855976,4.331177655160449,4.470124557255187,4.205762633212962,3.056980158439411,2.868115237170073,2.971380562215208,2.9592920104284,3.160787784356457,3.233718329414793,2.7022620014220244,2.9126638760263157,2.6155559407610562
b0901,2.292677247289571,2.7496379494844736,2.89474449161275,2.4279776076402735,2.450099466615053,3.029744240823206,2.555743777775541,2.441374189055779,2.9453855984027775,3.224334085892219,2.8992920287384485,2.7065571370494417,2.290422569179962,1.3222574519707577,1.4864321431086882,4.3493016443116845,4.784641027771421,4.345029186233786,4.439250577721909,4.332488636054884,4.519013353617187,1.7662806403074045,1.0081283577031883
