"","loadings.PC1","loadings.PC2","loadings.PC3","loadings.PC4","loadings.PC5","loadings.PC6","loadings.PC7","loadings.PC8","loadings.PC9","loadings.PC10","loadings.PC11","loadings.PC12","loadings.PC13","loadings.PC14","loadings.PC15","loadings.PC16","loadings.PC17","loadings.PC18"
"b0016",0.0188012148162963,-0.00933127117278185,0.00452116050277019,0.00164371944901235,-0.00477542705631633,0.0101291407548799,-0.00312655338814747,-0.000219415884455563,0.00097796147358108,0.00609627186240572,-0.00520738721052037,0.00129821179695541,-0.00506441802788587,-0.0104189466583306,-0.00374585153533405,-0.00472938200073757,-0.0055012689103013,3.86104905898448e-05
"b0018",0.00912808040356339,-0.0245063619403795,-0.0275006474650682,0.0148815790459724,-0.00762350791961819,0.0384212966959082,-0.00243595032341601,0.0389692881465965,-0.00820034386808028,-0.0013025346726865,0.00891965283222756,-0.0317457054619181,0.0111192176059535,0.0425257002950024,0.0161740156770289,0.00351398444307143,-0.0144851479908419,0.00637056392192922
"b0038",0.0194005190810361,-0.00370802505340049,0.00117527428892405,-0.00342739688464133,-0.00481743879471222,0.00253279619160083,0.000293777241199607,0.000336918761580594,0.000876228938457309,0.000589242297875793,-0.001363663171517,0.00240273363631945,0.00263796617387301,-0.00629642109784118,0.00799437489753832,-0.00931727851041691,-0.00329037962687249,-0.000555646568459999
"b0062",0.00337888514176763,0.00314031552655338,0.0159735134645446,-0.0435515100410871,-0.0532933664782797,0.00873995205593777,0.0341730552632283,0.0635855524911276,0.0607793309981287,0.0471209796041621,-0.0324810851395465,-0.0836030486224533,-0.0555306441811436,0.0655818909143014,-0.0695566272189138,-0.0427714031124371,0.0196852700408076,0.00234009036530015
"b0116",0.0186414771664145,-0.0111716979556374,-0.00133046388879164,-0.00152255226963559,-0.00520689935404166,-0.00330969731362576,-0.000709359680962736,-0.0057914380476067,0.00323274209874763,0.00291619607366096,-0.000668553487370452,-0.00362647468775557,-0.000249515181731796,0.00176147209096541,0.00451924167300564,-0.00567743328584329,-0.0019609679891199,-0.0007687116982176
"b0172",-0.0194506612562873,0.000709500253531564,-0.00348118093995476,-0.000804683327374923,0.00495917743863314,-0.00296585217240157,-0.00284341859414418,0.000121297292120241,-0.00592488699488894,0.00583186057070432,0.00521365698807556,-0.00299602545059868,0.0104480825751089,-0.0013505758503345,-0.00134720170975404,-0.00145218260125969,0.00204370787221975,0.000451733752277419
"b0198",0.0138387231225113,-0.0252896594965135,-0.00834294145301808,0.0116374376835484,0.00566885395822775,0.025106649628885,-0.0165464256266399,-0.00134489258710085,0.00217837431063892,0.00922648812732388,-0.00442903914986969,0.00325781095502636,-0.000306090124782872,0.000542549065354925,-0.00459639634351562,-0.00458642122714336,-0.00687718709029867,-0.000134991176535798
"b0224",0.00366493765015251,0.00897304516046455,0.0581953895490066,0.000370621774493546,-0.00876756646747985,0.00279250029398467,-0.00448864518332178,0.00466505783687315,0.00256050285467594,0.001397536631958,0.00333155844200577,-0.00026644783393893,-0.00703691852765122,0.00387679622769913,0.00307339649814287,-0.00184430353202468,0.00433200296615974,-0.00133090125180817
"b0233",0.0193320662209988,-0.00388274771059795,0.00415148211042806,0.00333929331636023,-0.00324783704489048,0.00262757160181997,0.000622504987022107,-0.00221690902153566,0.000241708193613671,0.0034469796566359,-0.0062045760584383,0.00411210569605977,-0.00481312337526125,-0.00846680889948134,-0.00755944073438516,0.000700576678786784,0.010365847166822,-0.00106443523637995
"b0258",0.0116531546716679,-0.0288921792288353,-0.0064774974424073,0.0160923730485097,-0.00523508549325326,0.00569969349002718,0.00672785925363044,0.0117727295808992,0.00329547357279662,0.0293904230959356,0.00165403562028878,-0.0152790529042225,0.0107531106659896,0.00530097040463195,-0.00126183619206125,-0.0077694582364337,-0.0266890023432094,0.0043649719715074
"b0260",0.0136628819658027,-0.0261168709765584,-0.00620062653186432,0.0120524222857048,0.00499570109182723,0.0235059673134826,-0.00894883728360878,0.00366727213242878,-0.00193864524266115,0.00853871508554759,-0.00607984017870272,0.0020827239427127,-0.00154437277964247,0.00231361764107573,-0.000132443486747278,-0.00666544744400562,-0.00218456283632054,-0.00033945669774049
"b0288",0.0191382120333872,-0.000699742385671673,0.00787672196189457,-0.00217968256930716,0.012365333793174,0.00487536546606866,0.00407676747451931,0.000881711375662074,0.00532942898857486,-0.00515574136840855,0.0205664390917841,0.00601256970481923,0.00789575694403813,-0.01578345561279,-0.00118497538606092,-0.00189005000254409,-0.00090215035831026,0.000577924222714558
"b0298",0.0180110478506929,0.0069036452435627,0.010063557249619,0.0201460539539789,-0.00133244623828747,-0.00252820584938273,-0.014246828056065,-0.00363235952807126,-0.00526611781519708,-0.000872047741402302,-0.0116412117278314,-0.00784588816114102,-0.00620540543112257,0.0367178011762024,-0.0282891133070831,0.0259038488034445,-0.0317846276673792,0.00319896816961756
"b0315",0.0192501832371752,-0.00151000955838504,0.0100397438506564,-0.000487469055739411,0.00120474863784238,-0.00232308516016045,-0.00146759756869415,-0.00140115384589053,-0.0021770295606166,1.70078071291967e-06,-0.00250239158908657,0.00222090301730936,-0.00428187161441121,0.00549659092441364,-0.000925701720493042,-0.000822587671938597,-0.00239739305795302,0.00117417998745625
"b0400",0.0179821184253807,-0.00363668378823279,0.00409602506913966,0.00740569676505389,-0.0195778698317336,-0.00696035736281741,0.0216524162066111,-0.0163354904024713,0.0308208109782363,-0.0149540670723143,-0.00922278128788101,0.0063764293808293,0.0392241691244507,0.0426357075568179,-0.00924855889343592,-0.0116427704286455,-0.0165721839486978,0.00652467717582911
"b0423",-0.0163928659655086,-0.0177853359456541,0.0163179883197263,0.000698859143220354,0.00877456229792637,0.00116866780308587,0.00539178188427697,-0.00708438791030413,0.00111130571503899,-0.00734002893856763,0.00525910240246126,0.00139434091331233,0.00199339945976239,-0.00250365593763407,-0.00197284704890708,-0.00405630858075788,0.00318080570881326,0.000654693820031515
"b0427",-0.0191535184248969,0.00282024671637855,0.00547027996085034,0.00517527127216207,0.000532863001861993,0.0154353733200824,0.0116713954812653,0.00383162507700827,0.0162927480797368,-0.0071786050192288,-0.0039788840016371,-0.000980672155729423,-0.00421496647892348,0.00972510796511887,0.00717703262043802,0.0119625605484537,0.00149793648633648,0.00220110188187786
"b0473",-0.0123977330318122,-0.0275938243873519,-0.0132580010717382,-0.0146218387747762,-0.000755618209386794,0.0158738249508379,-0.01048416435886,-0.00838507611958746,0.000289575769985982,0.00221324082118735,-0.0024296169529817,-0.00766411517190877,-0.000412593219278565,-0.00636576638030065,0.00841542410760272,-0.00466929449555484,-6.44379501693626e-05,-0.00102571661007633
"b4632",0.0192505927097484,0.00407860423017641,0.00559715029458992,-0.00334401662505327,-0.00343587846908861,-0.00893621488576591,0.000639236741092166,0.00576158523123868,0.000710378038428023,0.00251434666693792,0.00514736903698182,-0.00216718674916225,0.00652343775879464,-0.0110923163027909,-0.00094668250613404,-0.00913848357814591,-0.00721629813304714,-0.000702856611304722
"b0502",-0.0155490753037303,-0.0174020842653717,0.0172193745733792,0.0104016327564039,0.00370194272528812,0.0199598581546878,-0.00370875009947444,-0.00259588175060147,0.0285417203914622,-0.0303596945106165,0.0239405193496099,-0.00106287902624913,0.00781092111536373,0.00668042261164105,-0.00167832302486785,0.0159587687716881,-0.00312131926404959,0.00525562128344204
"b0508",0.0186195920471407,-0.00873272813473839,0.000807251298905188,0.0137085465886217,-0.0085145497792041,-0.00403779875241487,0.00115631337708486,0.00644682823064767,0.000809302158841757,-0.00356485861434667,0.00644307890378613,0.00780013280987035,0.0328002387892844,-0.000938965786057218,-0.00858601626049624,-0.00181499199076393,0.0117704018336506,0.00424499700276052
"b0518",0.0189711123167008,0.00505247109407182,0.00816142442671274,-0.00393916510089661,-0.0090784754499145,-0.00422498310006438,0.00526614842174961,-0.00185248111377544,-0.00728241565713727,0.00122038767079314,0.00537419184880083,-0.00192206392562225,-0.0109460971197141,-0.00788151090774041,0.0228010917948456,0.00858159257004373,-0.0136681937973331,-0.00196383991606238
"b4633",0.00551488365725515,-0.00724115765437367,0.0440842689023914,0.00641354404964708,-0.00916607363619014,0.0167736049282702,-0.0163464848623529,0.0280263691079299,0.0477251968970109,-0.0404647655461264,-0.0434378007977141,0.088439606735099,0.0326836622250604,-0.0186630957391277,0.00943561788647645,0.000771685441054026,-0.00645622382590663,-0.00859984363254142
"b0544",0.0187688646365653,0.00969473606418069,0.00569688458716204,0.00781946521126928,-0.00360652154452899,-0.00033640804872345,-0.00290621145900713,0.00217286513979084,0.00180021136175044,0.000717710622257421,0.00216662329039796,-0.00212713932768563,0.00110269919126479,-0.00371912082843397,0.00319157704373075,-0.00442624493240113,-0.000376111728879283,-0.00179867925416256
"b0550",0.0192544637710986,0.00528959965078286,0.00419305949028552,-0.00531747477488215,-0.0034263853192109,0.00271626229849162,-0.00631792741066181,0.00224102293927994,-0.00500008671608432,0.00115766065290756,-0.00298106525394102,0.0037321434293457,-0.00387533226596271,0.00122082618639422,-0.00535711873769516,-0.0054257599767908,-0.00267892650552509,-0.00319461339176482
"b0555",0.0191490639776127,-0.00209303289092299,0.0049634226893211,-0.00720763635404846,-0.00223441545991284,-0.00395735325825639,-0.015941124735196,0.00195386902500829,0.00398200121009117,-0.00736637311663149,-0.00357686592022067,-0.00386333500461623,0.0181743844067216,-0.0207956788347015,-0.00148480398566973,-0.0098285256949492,0.0124496128926547,0.00061428411415237
"b0656",0.019229948017082,0.000248204941189478,0.00967702255154383,-0.00405600689469861,-0.00665435817845796,-0.00295872703525463,-0.00400487048080214,0.00220798988254282,0.00504973142075452,-0.00243793534586179,0.00821248136276437,0.000778534243904052,0.00450625718678154,-0.00494400155734937,0.000426195025254011,0.00325844456891612,-0.00619724618253354,-0.00130293639221713
"b0678",0.0192680267832254,-0.00236680368301199,0.0039074260193393,-0.0113224849066556,-0.00668548982182501,0.00988578575632668,-0.0024584011382173,0.0127462433236738,0.00146647109768313,0.00759792749504574,0.00655535423600382,0.000110027070594424,-0.00992537378489631,0.000804024343465746,0.00303528485844975,0.00435129034480297,0.00327464824609259,-0.00170826449166224
"b0789",-0.0169968922280422,-0.018036829238849,-0.00400208495030184,-0.00275396164669722,-0.00767921560702938,0.0153882320393633,0.00172545149788926,0.00199059589237051,0.0079639033564035,-0.00361104390539587,-0.00317125594958412,-0.00703362008082489,0.00151127661084094,-0.00256784295892215,0.00942654614482915,-0.00382976109613238,0.00593941685541642,0.00167137788907884
"b0812",-0.016748299306548,-0.0186463285513988,-0.00797449286611891,-0.0117621224791479,0.00126022481959614,-0.00646213110773241,0.000128439198305864,-0.00104657249943011,0.00243441877372297,-0.00502398660663133,0.00495227971282398,-0.000238786894865609,0.00316074182624963,0.00200479782447782,0.00255511520619096,0.000799763294154537,0.00307437912922263,0.00101234164319396
"b0915",-0.0170225709869367,-0.0166077193929933,-0.00963068535892262,0.0153261844265426,-0.004786962311563,0.00177449680038933,-0.00343875423583805,0.00182657366098422,0.00198224738919001,-0.00723317475717972,-0.0175511669253493,-0.0113561737743347,0.0113629040440377,-0.00316668951218713,-0.00821369970420805,-0.000861509201746627,0.00361170920488655,0.00189489072300061
"b1050",-0.0148602569705452,0.0053371959091421,-0.0222687964478433,0.0162103632040483,0.00738260954912756,-0.00374762077787796,-0.00282276758158893,0.0354495152389227,-0.0523036574778852,0.0285373637373699,0.0147228639951069,0.0260713626653565,-0.0274494935130001,-0.0641157619905823,-0.0248152222754659,0.0066798853983047,-0.0374082358974234,-0.0129965670203086
"b1058",0.0079707415236908,0.00307970868503848,0.0414187663642021,0.00548134434134188,0.0614933937545814,0.00965660270678412,0.0304402168034304,0.0388419176790409,-0.0351929698397372,0.00278048977072077,-0.00145605305679181,0.0368744757499998,0.0478137644365976,0.0168667593442151,0.0268591349887199,-0.0464133677577093,-0.00290663236694134,0.00246741423438204
"b1060",0.0192084071675071,0.00444842395017496,-0.00632291445043371,-0.0037028997001896,0.00414794893719742,0.00547247860992486,-0.00127506249137056,-0.00719147404437432,-0.00216571434909127,0.000569415726510653,0.00505851963372379,-0.00748352611527415,0.00847628507347712,0.0129596162498928,0.00166498674648733,0.00264553866306676,0.00215690946703183,0.00319037059301401
"b1086",-0.0182723999449863,0.0044644302453179,0.0188098146878424,0.0033704358635433,0.01060687764028,-0.00498828340480754,-0.0129228889678692,0.0026199918100104,0.000895895810262744,-0.00954256381054249,-0.010627053946559,-0.00832376810627408,0.00700047031979095,-0.00268569834155416,-0.00118314801901908,-0.00198501327007792,0.000749622189942648,-0.00215023823762247
"b1108",0.00701947166989838,-0.0329144014198361,-0.00330370563672732,-0.0255488253380722,-0.0193067888843394,-0.0217025070357245,0.0191091127857896,0.00362804194666918,0.0145201293564881,-0.003869498294389,0.030217521616208,-0.00914340855161385,0.000366608539660188,-0.0318421064575492,0.0189538078216058,0.00539427226547419,0.00793049895285708,-0.000803037732456946
"b1138",0.0191671534468505,0.0039511673288217,0.00906050695540655,3.12768225925876e-05,0.00265610318397157,0.00869257699458348,-0.00499855546989585,0.00364164338562175,0.00482535395076199,0.00456675384170023,0.00150979543123454,-0.00262402303454566,-0.00148750165810385,-0.00432729932125981,-0.0013027954325739,0.00202449380245372,0.00488742560683324,0.00188671914970219
"b1163",0.0110694019491419,0.0220882023025668,0.0356345014931418,0.00513735416085438,0.00423135185058437,0.000688197304329227,0.00126760694439549,0.00130906553304924,0.0022585554414833,-0.000529292035834805,0.0043944710795645,-0.00765473333751768,-0.00186880823865943,0.0055172597721281,-0.004462188612825,0.000342173788338127,0.0042466806777168,0.000580048053554589
"b1207",-0.0187837760579612,0.0103204691003981,-0.000166669559375005,-0.00482097033432847,-0.00241020363868489,-0.000258205955149971,-0.000872986388918319,0.000803511055269717,-0.00681938713812258,0.0013683006291635,0.00399925380812,-0.00144894669893325,0.000506554289389954,-0.00275190417731971,-0.00137204872106442,-0.00309983535388532,0.000950344798773259,0.000856702004799483
"b4419",-0.0144110477969668,0.0168481133697372,-0.00138843811811604,0.052808097536237,0.00996196909820254,0.0259940329543733,0.0109957594270119,0.00851275002118287,-0.0492724997116829,-0.00223425967097253,-0.0279324388686199,0.0133756303585853,0.0101554516096956,-0.00507525370071149,0.0253783127992635,0.0203452077670781,-0.0155861508760689,0.000945599244946316
"b1223",0.0145942133237168,0.0208970481852661,0.00246679320882144,-0.0329254349158703,0.00796538954903644,-3.32801049987738e-05,0.0181684416440075,-0.0211520805264062,-0.0240430870846237,-0.0156201935410578,0.0182339776941154,-0.0185696665773863,0.013280906466897,0.027194544388868,-0.0161826240734711,-0.0251553371237062,0.0109428164173061,0.00460427510882374
"b1232",0.0183496869687483,-0.00325373060875313,0.0197763347468634,0.000275110935848641,-0.00989739081540948,-0.00826800148914901,-0.00111889220390916,0.00204932238791691,-0.0020156773105981,-0.00276201840162926,0.00165752244034549,-0.00475064682474167,-0.000568237253017345,0.000215958423707285,-0.00248628746423322,-0.00359152681799831,-0.00234702729370171,0.00157032691975739
"b1277",0.0115059357792094,-0.0282654633690427,0.0179708779518645,-0.00178616021502248,0.00588675973918664,0.00134540477116536,-0.0105464752727783,-0.00767245440908978,0.00420564318813759,0.00997606230044878,-0.00680877133065544,-0.00101247135120647,-0.0128397789020736,0.00146753199817877,-0.0110009256801875,0.00359691623649167,-0.0103197109097332,-0.000688424982778535
"b1288",0.00936325064123922,-0.0312195548659129,-0.00198850726149858,-0.025019409312059,0.0124097356201002,-0.000537906541664601,-0.0244600712443891,-0.0146810168574175,0.00801295095138921,0.000970630335504275,0.0273958533230396,-0.0117405848156464,0.0115230609613708,-0.00771069319470044,0.00912444895308176,0.0276696900045764,0.0112439967070297,0.00114318162187049
"b4524",0.00816071399405458,0.00187864794682934,0.0043842358532914,-0.00530911762170743,0.0680775116941373,-0.0254524328333137,0.0484533786164648,0.0433214233209797,-0.0852912776560454,0.0648186600145639,-0.0633153400439371,-0.0174835852065068,-0.0338732155264842,0.0222623319476425,0.0211104482745786,0.0547777229648829,-0.0513185703025724,-0.0108820436103553
"b1342",0.0157346007747588,-0.0220616588750649,-0.00228690520641106,-0.0112858343255425,-0.00329252998169056,-0.000818393779645083,-0.00245105018413636,-0.00230851737320096,-0.00139094492082471,0.00190271888323791,-0.00160894765290764,0.0149654243663962,0.0123243211802657,-0.0053339828726746,-0.00222407403612497,-0.00642917279747413,-0.00337450629988155,-0.0012442714715061
"b1398",-0.0143399874352182,0.0252643462117046,0.00190983064402523,0.0153644261746126,-0.00449453776558956,0.00344793184876305,0.00516219729273532,0.00833915039432149,-0.00086445746701699,-0.00407038515030921,0.00435184193167378,0.00592764426069657,0.00596692485030172,0.000919823447855763,-0.00205454647815505,-0.0167529320634099,-0.00252236916320985,0.000531395904805899
"b1421",0.0188542464078658,-0.00142764104373327,0.0118494674497743,0.00483287305609036,0.0132533094840787,0.016674590239008,-0.00648659094632444,0.0030658001858751,-0.00803558875211127,0.00958581940410488,0.00807563013930624,0.00330552289312207,-0.00286015308272346,-0.0103293375018465,-0.0133683879120035,0.00163595606770672,-0.0130561300374008,-0.00286908629383545
"b1428",-0.0172251208180839,-0.0172843843013909,-0.00504007690981939,-0.00699153801233878,-0.00576970619669295,-0.00527977026959214,0.00625789622253897,0.00643966642864754,-0.000725067217138777,0.000659177537607693,0.0110105112279333,-0.00603302738208085,0.00152363850145003,-0.00102006264098419,0.00541024710952813,-0.00117808997265415,0.00381441468539352,-0.000806026951331555
"b1446",-0.0113031509948622,-0.0305971589628994,0.0060490841095803,-0.0034679416439177,0.00856113271294416,-0.00914751251351561,0.00435886425996729,-0.0044628792479085,0.00204553491290662,0.0030642296496259,-0.00767019370274054,-0.0047687958415041,-0.00420963041536044,0.00436313924283364,-0.00877342353003937,0.00212018303129561,-0.00296281358037053,0.000402395432646401
"b1461",0.0189039153043418,0.00394117858731873,0.0073604347313571,-0.00105639664806735,-0.0135298206284655,-0.0265828561179111,0.0125360562043236,0.00320298818131676,0.00238034253077545,-0.00714934883023897,0.00795821053523528,-0.00272234201502266,0.00296421953797854,-0.0061797727178121,0.00214291885106797,0.0081046472657311,0.00421879599497107,-0.00179538114117332
"b1498",0.0160230975371541,0.0203210138102612,0.00960855057235483,0.00150714878236566,0.00161606415082817,0.00320607441796461,-0.00688640244791024,-0.0102680202275307,0.00456750983357653,-0.000573056921246871,0.00990850525365999,-0.0044553053830124,-0.00397920952930682,0.00748953354421843,-0.0177244644027242,-0.0149809290805304,-0.00983245038982576,0.00249997435177175
"b1501",0.0192512386603296,0.00469757492673783,0.00657976947337064,6.78052977938062e-06,-0.00422473350462794,-0.00256492291202414,-0.000136265302543435,-0.00577576823741464,-0.00121743965887722,-0.000110531245469779,0.00119733183975986,-0.0042613874428996,-0.00336675999379731,0.00345646886050302,-0.00562429653043316,-0.00251637335161247,-0.00087609435365905,0.000832105512034047
"b1504",0.0193306140519753,0.00470145730612976,0.00378210157214603,-0.00207596195589385,-0.00120906627398971,0.00260068685136621,-0.00454230071339894,5.73981131183361e-05,-0.0010650619870186,0.00134951492750907,-0.00134349115760869,-0.00147200443278616,0.000507298467066182,0.00408053868873228,-0.00904320619945182,-0.00222972548700515,0.0026424582729445,-0.000786455051403089
"b4599",-0.0130987431984589,-0.026503999862995,-0.010571680965437,0.012809010265001,0.0200488927014563,-0.00545161559363218,0.00418382554610153,-0.00651460959174053,-0.0142825136573356,0.00448143873784878,-0.00795666343436957,0.0100859651800664,-0.00893709402684673,-0.00829454514622878,-0.00375620153423807,-0.00474712417819309,0.000156796276526424,-0.000711883593533982
"b1576",0.017402574619028,0.00219360612517628,0.00984715488155091,0.0143222042038364,0.00500887300060555,-0.0262870480335593,-0.00266701130298091,0.0439015203351832,-0.00436659513658244,-0.0030697770686852,0.0445135539707989,0.0018364569717508,-0.0113904335603571,0.0407332468149834,0.0119580414351841,-0.0266248118312842,0.00672660232056056,0.0031536369813548
"b4534",0.0132081469000628,0.0108594066781952,0.0195357882455869,-0.0257154785884206,-0.00513262229843545,-0.0262269990202502,-0.0230261876688637,0.0195988642117683,0.00177318768198791,0.0270147883410233,-0.0781143677710397,-0.0359215899874201,0.0477758826288666,-0.00990575937378782,0.0423529528672582,-0.0200372228998609,0.0345911111694687,-0.00140289666575912
