"","variance"
"PC1",66.7828822271304
"PC2",17.5681804150943
"PC3",6.80251079464195
"PC4",1.15839954671929
"PC5",0.961677059021379
"PC6",0.811662279696976
"PC7",0.771202779597804
"PC8",0.731783464781045
"PC9",0.621144098679832
"PC10",0.608343498847862
"PC11",0.582819514686321
"PC12",0.505717583438444
"PC13",0.50428777665394
"PC14",0.433080344327488
"PC15",0.397876411816293
"PC16",0.391150531671155
"PC17",0.367281673195318
"PC18",1.87845171299175e-29
