Geneid,PD_131_R16_S1_1,PD_131_R5_S1_1,PD_131_R6_S1_1,PD_131_R7_S1_1,PD_131_R8_S1_1,PD_131_R8_S2_1,PD_131_R9_S1_1,PD_131_R9_S2_1,PD_132_R10_S1_1,PD_132_R10_S2_1,PD_132_R11_S1_1,PD_132_R11_S2_1,PD_132_R12_S1_1,PD_132_R12_S2_1,PD_132_R13_S1_1,PD_132_R13_S2_1,PD_132_R5_S1_1,PD_132_R6_S1_1,PD_132_R7_S1_1,PD_132_R8_S1_1,PD_132_R8_S2_1,PD_132_R9_S1_1,PD_132_R9_S2_1
b0210,7.798995126453635,6.089781884194172,6.202974146503791,6.023377346471138,6.088249512415362,5.878145642430921,5.886861434192122,5.5845698462558016,7.483243547312998,7.320156819934797,7.634196646434736,7.780886830939835,7.559698152396643,7.534644251298582,7.29010029119766,7.330062011511025,7.593573151978554,7.538431095490542,7.602130097576468,7.499246665505871,7.372378461904182,7.654302861362853,7.319530511925815
b0211,6.515013269003722,8.374239847921093,8.44669126097168,8.449913893440252,8.325309701807782,7.80874704765793,8.32880096895233,7.777871834798105,8.137720206237658,7.551061707385136,3.3591347385427297,3.267084771494355,2.7234521768223114,2.9155510777847056,3.326679348622047,3.5719526571838935,8.00453706820333,8.053296421867163,8.046139005568193,7.714091374463821,7.85332256439536,8.074747542226195,7.838905558555202
b0212,5.539036372991943,5.6334260613825675,5.290809561349961,5.659211547648112,5.388608278860511,5.395524317406829,5.38311819067906,5.098469647565199,5.403948816776755,5.691011948901773,2.6616183764738373,3.0732871463165257,3.6964168043754024,3.184108716816318,2.4955395079010496,3.382319156802261,6.141423163714131,6.163188993681899,6.034980857851382,5.633007256763761,5.944741356510656,5.755797996240805,5.707671275546059
b0213,4.749569558385262,5.222927263501513,5.010232531475673,4.99625152419901,5.549419022309998,4.5432613570337494,5.512773782809344,4.629611369245546,6.57541002599867,5.2220618645542105,5.015004184485243,4.936006636331403,5.408714639566246,5.2444369880322546,5.3440369464991875,5.165163830642907,6.11990731687199,6.30175530644398,6.090869137452866,6.732822332830913,5.236837163129115,6.784623669141817,5.120681887254004
b0214,6.452186189365027,6.277095341588664,6.330180109156522,6.415491217730711,6.6919203450741325,5.75197952954072,6.8030054182928135,5.747241822001378,6.8913444806747375,5.881070859421523,3.555484808680654,3.108416523284774,3.344045440771417,3.392738584685981,3.0865123340543716,3.3745804503031023,6.537935143533183,6.6501959854345944,6.562926643101561,6.78364328209046,5.700820870515492,6.860065996105359,5.928823957216449
b0215,7.07311307374103,7.274289792925396,7.098828950155593,7.171589271733273,7.6161452755440795,6.645583230334607,7.657562876920508,6.783261569569154,7.932459126525488,6.220783765337917,6.541639915089717,6.662166011322914,6.7675609370551,6.5953359002723975,6.1873033884326905,6.481851115557811,7.395519297446249,7.333229717044896,7.460971035410953,7.949554737730185,6.40554002298543,8.010161766643481,6.231733637970349
b0217,1.6354952784324472,1.288764821451616,2.0904109998648526,1.8908223122162255,1.981799365315317,1.7750508187321035,1.7029779383812138,1.4276521650579839,2.581860644475578,0.6948926063564407,9.231602243553494,9.348997105444747,9.060597353162521,9.069114716445007,8.84742853838779,8.809937575607426,1.8434454354718537,1.9270556473500284,1.722566954145978,2.38434618361742,0.8245061793837911,1.7184660814046517,0.8201601550410896
b4586,0.3395862581683361,0.669757043468237,0.48054172819290375,0.6823827363137667,1.1424765188826724,0.0,0.4738548544175781,0.0,0.5274977215022008,0.8155093991753299,4.064585448531829,4.251975261196108,3.988779310443094,3.89706937970667,3.847620456866266,3.8783438712090663,1.1447794729845666,0.8957229530805698,0.3437430697167694,0.8714026842095964,0.3247866098476983,0.5851277391065652,0.0
b0218,0.0,0.876988840216933,1.2625395643943436,0.8924586507582738,0.8913690937793735,0.0,0.8685308159521288,0.0,2.0444453657860686,0.7801656913273626,4.23426692984288,4.132603125525731,3.4369075954890795,4.370088570344622,3.504144118192512,4.350983918119946,1.4408803752915562,0.0,1.0995277860780568,1.5643207414438112,0.4409443651923204,1.0442624782137047,0.0
b4503,2.1276590502286674,0.5851090902301799,1.3252602763108672,1.0171948254365764,1.0159998386081972,0.6137562802086447,1.3110389245387262,0.5869267050442413,0.6420473293999924,0.0,6.338270487236051,7.1420726815045255,6.258534836907499,6.431310849186382,6.551328831651209,6.50658434589224,2.02710757100062,0.7895215703721704,1.2428019069241794,0.767376871700187,2.072477900984792,1.1828687256709736,0.710866072844959
b0219,6.63625436920704,6.695169364632745,6.582920197565948,6.469300800999233,6.6562899887925555,6.591047228003816,6.7417913583105005,6.586950566613162,7.321769439606342,7.401807666055032,4.9559043732623405,5.117627745165028,5.404881234966865,5.665405034853991,5.390329906296477,5.191961881238773,7.490955896029689,7.462441087730846,7.51757991739123,7.670773252548429,7.306906189663161,7.42848627104417,7.260712647541335
b0220,5.601972542702844,7.16982258873759,7.003221474062162,7.173045388171412,6.8849997048110945,6.8289494917320015,6.835411530591087,6.790507597867109,6.776427177165283,6.669729334029135,5.57691439672781,5.189366267348662,5.050382869999095,4.216664441188232,5.504531892443148,4.957565476321744,7.076709753103225,7.195048646040596,7.029965581904235,6.716340146616687,6.646766661257772,6.845028284335778,6.839167273816502
b0221,4.126326605430412,6.520085654880723,6.30353451451997,6.35501760657228,6.538309439534942,6.538157939306345,6.45031767779419,6.547186644226225,7.692827207606334,8.069000576440338,5.943371357449431,6.21696410548566,6.198241805597961,5.984144219594558,6.060662042058858,6.069274716453857,6.399113189353512,6.377844268574829,6.4000840169812445,8.106116893093056,8.213649672998976,7.933804136279608,8.228280022784979
b0222,8.022135826353397,8.308683040808162,8.16524450718842,8.164670472470112,8.457617083763884,7.957152064314948,8.347628094387169,7.958760548314198,8.13417779346274,7.709532249656267,5.732543683780901,5.84158579347269,5.8305391577907715,5.986639149938871,5.505343935406421,5.805270062547264,7.873070676316688,7.901100379671849,8.013411435894657,8.161696228416728,7.555527722966442,8.193310580274249,7.545578091479905
b0223,7.66791096800084,6.982115006948676,6.7725190704604525,6.7976331925306015,6.692010358698299,6.696192854915152,6.825174446870387,6.749848969068148,6.53072852211888,7.145525619704721,4.8009744339029226,4.783932887800004,5.054476153699622,5.159693113717241,5.10813163748325,4.341574403128153,6.916329301215278,6.943562662229292,7.038773698891886,5.92573490073883,7.056130075400283,6.224490702830894,6.974305458136654
b0224,8.449031116113618,9.128976008459274,9.031927780522622,9.110107013924365,9.697966308169228,8.203336701650423,9.6507236930533,8.202095855124764,9.937168091327255,7.7709139405341325,9.58888379114951,9.688457037351226,9.819540922482652,9.769476275261113,9.694427057863832,9.649292477287313,9.292002792227695,9.31733043778976,9.332296871844786,9.862156919126567,7.994308177400198,10.071713265288295,7.831226233464208
b0225,8.880468069460717,6.333084461171403,6.129758073656541,6.033659133970996,6.364083785583543,5.749573577856297,6.496687929746561,5.911125098692222,7.231036689004418,5.478312090786138,10.401448305554728,10.30735427459029,10.5531176867867,10.417756232674291,10.392348570601822,10.361513568007185,6.665851161558379,6.625170458284733,6.562247334055141,7.098455067727116,5.887670277002487,7.074777340593054,5.697713499509596
b0226,10.846705402694774,9.08913578742518,9.085575546953807,9.040906962646886,9.404341583754007,9.419628997882354,9.0434204110075,9.428774547592186,9.239808359237207,8.522090047949447,11.764373108245028,11.63150975509222,11.813588849903965,11.870956307852726,11.626268245950461,11.867195309068984,8.869225194065095,8.832052777679461,8.835122976106376,9.186582304271854,8.359100763163084,9.392392779623322,8.692453244507309
b0227,4.025620114838431,4.633504415973284,4.44252141973709,4.383310460051844,4.372114595157398,4.449213082459615,4.419878113726769,4.51646235317146,4.425070537434668,4.284013679385105,3.4684311170328526,2.344243519066297,3.2096474084689115,3.508092372316114,3.0026593170583418,2.7756702045213126,4.9007788827670895,4.94206080781465,4.800197863981324,4.966153484345679,4.459842526427436,4.425394675036183,4.647920380121422
b0228,4.423853000817597,4.536586053106425,4.311688030711558,4.223589022401017,4.578394510051662,4.581398815609282,4.482940196866869,4.325779453260909,4.993072086406838,5.0221661194144405,3.0137281737528814,3.731504076899949,3.846238834349583,3.4655717367642276,3.671091734240197,3.1220509723157615,5.677957876264237,5.5766736261976755,5.511059989384149,5.144732508176458,5.101793686249624,5.340977059599504,5.228528761950345
b0229,1.1308359596646158,2.0125956832295326,1.7095281008276473,1.5181046299041725,1.5447283387242057,1.813776530559983,1.5393451756029477,1.827016261286699,2.54201042052805,2.3146462920024913,3.0613212614483305,2.599018095909509,2.289988857163923,2.3837628242459417,2.3490862762939027,2.7572125925847315,2.703709163119705,2.5614555973001503,2.684373387727389,2.8002037522220586,2.4102273630549904,2.677147168949615,2.3434041116075526
b0230,2.9206081466805043,2.2097980254081144,2.812112828583526,1.8828178177611714,2.910193006204166,2.3152145831505204,2.4769099508214163,2.1338246866221637,3.2969769691363147,3.150664649050896,2.5011834230538503,2.3350189738161213,2.593924909731982,1.3049271707879015,2.0331331762454474,1.6670170121700985,3.087026557427574,3.142640109719007,3.3296364302010377,3.2894140884324234,3.172361376278863,3.1855525755067897,3.0844453601869635
b0231,5.618613288881655,4.226828428937267,4.210820265479206,4.17344935419159,4.297400934638936,4.090701056972752,4.138570543083134,4.15403000908547,5.057642037458577,4.885308301073487,6.180139751558227,6.384456405423867,6.613526682764817,6.18183724678067,6.221567406998283,6.119575196976357,4.820192960663254,4.840042797156869,4.991765168948977,5.2363574928103995,4.86378973663646,5.156679779125286,4.796131490235769
b0232,6.410398359993313,4.791121417490808,4.617928205906904,4.856815843577113,5.0388740631258635,4.030250854148536,4.838640645639915,4.37067218688481,4.751950716327714,4.231367048352801,10.58751784008492,10.219329677059422,10.47761827744681,10.365194441996776,10.456094933724398,10.532972363093998,4.739063585298496,4.609761382639498,4.773754535359066,4.740365820037752,4.405878952577038,4.846224476209875,4.084501857692763
b0233,5.4203625586274615,3.543637385240853,3.863148332302691,4.187374022434943,3.911042246498261,3.0502925428845202,3.5555953969360496,3.4887509488224415,3.9138524058075497,2.8873930204808156,10.229939060620795,10.250896986926593,10.408020858096796,10.277337264889969,10.346494956661477,10.370912404534485,4.179482190831603,3.5481239300728364,3.801833235638506,4.1669562968032885,2.941511161160489,3.636044357920479,2.0058873979054592
b0234,4.136806344316728,3.124476361901711,2.6881230963339866,2.3387443124638296,3.1522965148366104,2.2512127611347723,2.5714045001670853,2.3755227362400335,2.870749720978624,1.2277540755193637,10.20338610916419,10.097870876219947,10.140264788065293,10.185373262842203,10.170001002808586,10.153092761998659,2.1792247083792917,2.307799933267967,2.1443622166276577,2.8383756301720364,1.049707701281988,2.528533910569325,1.3752199647392989
b0235,2.268104194622978,1.4699913803287512,0.7744967400512371,0.44617129001855704,1.9614801222413079,0.8079107563605972,1.26182442050098,1.0469363125717328,1.757334631112849,0.9341502679482524,8.311849331010906,8.420960373107112,8.369971638934917,8.310540622598907,7.878131909674728,8.232608447842763,2.266119533318399,1.839315863275916,2.6600244711223335,2.3150865433103047,0.9319025820528457,1.8865719340801381,0.927151474838271
b0236,3.1090397005149795,1.7877848640081357,1.7102593135581203,1.347760311820128,1.5500623001505678,1.4855659116513789,2.121897254702172,1.4353849907090435,2.3866013436809803,2.4882805590902097,8.550026921617762,8.524735785548735,8.667895718969465,8.435036191186462,8.277055646528492,8.661054082890168,1.8523203923212443,2.008293861557466,2.0332328188486444,1.758738644604141,1.9644927237031662,2.592557146146748,1.766488365773094
b0237,9.48410397778429,7.981582389539278,7.742050605584909,7.942327895220446,8.093452575067493,7.507076537089039,8.013563860298817,7.5076893922953385,8.093404123535073,8.005718620766475,6.874855501341951,6.975143052063497,7.032828129625717,6.840792547449299,6.8835357821704335,6.854090709364995,8.046887698310616,8.235981830352733,8.15062305819004,7.900458094459888,7.94761398882512,8.031126843527241,7.881186926507711
b0238,6.7491824361825845,7.820804482045944,7.748971959611289,7.795387082207516,8.481125574220322,6.655042079988822,8.69457837740091,6.685307412918744,9.641898696213318,5.732932500503309,5.452071016751801,6.079655792467017,5.54327388465648,5.398485524068577,6.098002560092866,6.085089149703344,8.286561322138276,8.086793699163502,8.132710384735049,9.11326273827434,6.143721015370704,9.64238150087956,6.02188621247159
b0239,7.9223082609267195,6.324012662468756,6.170221614289991,6.13286772149025,6.7611687788902675,5.738810861443525,6.456064261356059,5.687334598844565,7.3153804956146224,6.365425120353024,8.561759762095228,8.579656960434306,8.59828330208472,8.504364161709583,8.450633440410602,8.411575519092244,7.032605663901534,6.904189399367065,6.9484014867041415,7.215618317203728,6.505352381051794,7.235901095804731,6.519981906164621
b0240,10.237678881666739,7.572076870386056,7.561024773386683,7.325090536821299,7.841104060823368,7.308812111705104,7.765375505093057,7.1295392661768675,9.763371302745243,8.733515432443042,9.14735434233032,9.251832333132462,9.535830798667133,9.274169017770708,9.172023662976533,9.18481448573631,9.016771964116115,9.08983918216662,9.178831439986464,9.567268602330193,8.520749149390523,9.712868071115736,8.550482980359911
b4710,5.450080896308176,2.6868719532082865,2.648519091782122,2.6285163522563897,3.1471375880649326,3.1300633860272,3.2782909585378373,2.308475473987651,0.8803432594128568,0.9745124838223066,2.583629898414002,1.595879798857436,2.2564196022148892,2.4361985296073394,1.1109297063478087,1.6670170121700985,0.656931404317584,0.6288910295032438,1.3433505147811613,1.0379149773470813,0.9721966555213959,0.7778141236883734,0.5632458205764219
b4709,7.4739106489673235,5.323532467183489,5.072643132481939,4.894785917150262,5.472600494190914,4.781682237895707,5.479455165979305,4.833054973251079,3.554317051517916,1.4657822962995657,3.5782604069432766,4.41385314223968,3.8873368543984594,2.8161307276108816,4.165418741994289,1.57840398094486,3.7127314530242463,2.804544925994946,3.085163849406815,3.1975821385779533,1.676028613128389,4.019934964128783,2.2999896542684612
b0241,1.2184515178447906,0.620206799290604,0.854794936986725,1.1317535114049455,1.1304694015687582,1.1594404227999067,1.4685013376483873,0.781431207199924,1.3247326164954127,0.0,5.9210790802351125,5.664460354940396,5.908173443087373,5.800915868063094,5.518493112401508,5.898844611816222,1.1626282302876256,1.4302889968781276,1.1524632887850212,1.4643649303945814,0.5450323255103597,1.3090483027398456,0.2962407626373229
b0242,8.224792736000524,7.304875070761701,7.162857502424868,7.165104068803782,7.446577682222096,6.800544598413967,7.4452336550259846,6.800159264807116,7.459721610188159,7.268615502488256,7.543793518977898,7.459375454923759,7.525564504774757,7.411052361245554,7.267013963075309,7.395350772570971,7.370017348156881,7.5665940237056395,7.522256114300436,7.372308416338601,7.248386897295177,7.4518831443693925,7.138182991451502
b0243,7.657763437148975,7.00360112164773,6.826427463005006,6.889970962125379,6.836028716871297,6.71932959591397,6.757972578292769,6.7313543765373165,6.013823347446166,6.984810426203146,6.880530759934887,7.007183057267725,6.760622384153483,6.648246303068418,6.8245681404331,6.615557957077381,6.843114807075069,6.803180603296568,6.925926901867757,5.996905645575724,6.946610565190008,6.093725878519844,6.901218167070542
b4626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0245,2.7990286419043944,2.199499691547911,1.8058810687598044,1.7064351092945795,2.388790406844672,0.9100258644704913,1.398961848118408,1.0770929935081142,2.23795510008182,1.4738333243057133,2.43726888765139,1.3164211407810964,2.9926871336978724,2.554975117941696,2.6153570924736984,2.889904857100669,2.3921952464123706,1.5911833044010018,1.5300877830554134,2.2870066436442618,2.0666784012265147,1.7895140673400778,2.0590695205981175
b0246,1.1386719965840695,0.37546810242110806,0.0,0.38327115650453564,0.3827202208025915,0.0,1.120207498525631,0.0,0.7366523445366554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5430282635685528,0.0,0.8577508629811365,0.8755106420279162,0.46581844507163367,1.3276601417318763,0.4630651439420933
b4504,1.1027576920447517,1.1873980427633697,0.0,0.9044004779765247,0.9033004286933639,0.92815280446679,0.5062373149043795,0.5134053536801588,1.2819385339890066,0.0,0.0,0.0,0.0,2.586974247212131,0.0,0.0,1.2074696487459347,0.6961812137698344,1.7341674330592873,0.6760824353786548,1.0647461719132703,0.0,0.0
b0247,1.0484113905589825,0.9933975708223802,0.6750301772001664,0.857149458410807,1.0091031610910879,0.2751195931916407,0.8339195325411224,0.48320530823147567,1.3531602433914236,0.3275719505694894,0.0,1.649516791448274,0.9985373881572237,0.0,0.0,0.0,1.499838557548022,1.1074238148018392,1.05862673235681,1.6896359422687788,0.8173787089122825,1.0047782858559196,1.0066544881102377
b0248,0.0,0.2701642476599218,0.0,0.0,0.2755724965663146,0.5227254876471091,0.4922165777615094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3968538555326188,0.3784795120339077,0.8828874039553377,0.0,0.0,0.0,0.0
b0249,2.0651323940277777,1.1253932792139187,0.0,0.4887124377195901,1.5910382818148072,1.4169750644017503,1.5578154138322038,1.1283449042892384,1.6812849643330914,0.5913088508302913,0.0,0.0,0.0,2.990794572728256,0.0,0.0,2.2120618569960464,0.0,0.621139663167926,1.6834009124167717,1.0071356957864839,0.5851277391065652,0.5863749758239002
b0250,7.734998937761565,7.564147021568795,7.553748897547862,7.520214886426829,7.519488850480192,7.756258392019295,7.47783876088558,7.903472763117597,7.079368152525114,7.4214740903680445,6.762521483476195,6.808613391306838,6.831691556790558,6.737708468219239,7.261024577324895,7.376570040881847,7.2174163805797615,7.272150576914305,7.257810588733593,7.291673969283202,7.3381552630076445,7.067409098184355,7.389240735668194
b0251,3.8564744732965233,3.5677935031063237,3.598153319393713,3.518685958277684,4.039886936114959,3.389539261406024,3.698187117374457,3.546633701904214,2.941304761117812,2.1890284482434965,2.737554275178485,1.7207765252047227,1.0511264340842374,1.1712664774160466,3.1537250108794423,1.1601358947827305,2.7849124775271963,2.909237331623892,2.423010564900226,3.5920634784816716,2.808366511383854,3.053077409825591,2.8548899555650786
b0252,1.0599233467505396,0.7570158149933697,0.7591041718246555,0.667757247102734,0.8660719779010231,0.9820927649356672,1.094389762033753,0.8544215695120866,0.9276586728318627,1.025321814061848,2.022295685654001,0.696104938360133,0.6591171180495523,0.7452916123114517,0.7749642139908636,0.0,1.3736520430079688,1.2265188438857382,0.8363543462517766,1.1963467778631012,1.3905378316961015,1.382053648951446,1.384358395588355
b0253,5.725174057680812,5.882310975671814,5.695876665182812,5.742193788040795,5.7031899590168695,5.662306779473982,5.770039372068289,5.950501321861575,5.754118759049082,5.663236893600696,5.323371232718957,5.709517980292619,5.244682391505393,5.420327035943105,5.74881216522115,5.583643061241966,5.803148785432342,5.798578141113643,5.849220929416385,5.985538128674095,5.8911941480736,5.764252190891499,5.620491737820384
b0254,2.9707938853235363,3.558900167426616,3.2300268309133484,3.7836930979380803,4.011560582350974,2.5410652275297756,3.8853944157247167,2.9816495530870104,4.526176595535413,2.9122986483818685,2.130536464464256,2.7445526185018068,2.7776265949162435,3.1833251215993488,1.8541935373354566,2.7047036364543877,4.311630890765441,4.414783832637779,4.367768861071025,4.549380311953,3.079934551663642,4.735868380521304,3.3052546291150144
b4587,5.868324728923027,5.1891347592212735,5.318608575452295,5.115106831587651,5.246520369354231,5.468624779902045,5.046661882937655,5.328841630826387,5.589065964611,5.504802396935451,5.530969099396981,5.855100600383549,5.452002594657456,5.7595779826903,5.623223496932304,4.963158360673747,5.833588836054681,5.8347217673769185,5.808012303398562,5.77751292114785,5.770022745492589,5.519950181920947,5.5878002562639
b0256,3.2833105301876913,3.3018913253736315,3.0723228550821906,3.2326352080230247,3.3421045154130207,3.0083379183523733,3.22393690732052,3.058424082431876,3.2697230576868925,3.530375034948819,3.283967057682724,2.933057616143131,3.211708033888559,3.202232521497102,3.478799571743342,3.3280071912307125,3.6121309698281334,3.79785654154718,3.7245543187434738,3.384935110786707,3.6400149304900307,3.6869576939336945,3.791829777486888
b0258,5.441715308302949,4.24027111307061,3.9834366582558918,3.816385505171594,3.9143816511905785,3.8976450174624104,3.8351814692387665,3.9062001443299645,4.440140101744301,4.793710358601453,4.7026735840033576,4.88104292903778,4.672867905537063,4.765302595206054,4.7281658757532155,4.109823703256107,5.048116530562632,5.238959413690614,5.1024871611943174,4.782353154157328,5.050855711906494,4.770393205309758,4.931236249430987
b0259,6.930745783652918,6.465513495764216,6.268943833291126,6.37038419721221,6.64771055616782,6.0917882025978285,6.598199340815306,6.217758266570808,7.117060835147025,6.569399649551524,7.347608579598709,7.421353030650716,7.756989717081925,7.694058128220572,7.182620393626072,7.1411959069846125,6.804152808209742,6.725033843963654,6.883598395039228,7.062969150272088,6.623449720105178,7.2419940027431835,6.56748892586508
b0260,9.963118971040325,4.894776340563671,4.639159824732596,4.8433069371780695,4.616631188294642,4.634612259481172,4.560581581093242,4.4956255448705775,4.412652408929327,4.539551562873698,6.97481232515443,7.27555981153728,6.4616783950032115,6.143416855389316,5.806296877596438,5.693859750763508,4.81356986733763,4.5877162570086325,4.67575761284508,4.287364399978691,4.716501271842688,4.15038852312228,4.425417556252305
b0261,9.513043239692912,5.856492309413117,5.84884383797861,5.861631801086127,5.84378700178862,5.946907599800901,5.7998437661180775,5.81309323613558,6.2490048573751515,6.504452131341042,7.942373013281205,7.666392441487841,7.471962916043018,7.0647412443453295,7.265625879460229,7.292025919650374,6.820175100425649,6.6943796438046395,6.586334724149517,6.82127174647952,6.671388513175938,6.628065582425351,6.808191556222162
b0262,3.5642158607479035,1.7430496804718532,2.0287794390865805,1.8054577282745297,2.1116174487559944,1.339970676305982,2.299120539035367,1.7073788392967764,2.3922737552134263,2.972989204512662,5.173985619516123,5.229376851910266,5.275644824666504,4.811453191155405,4.935038948679711,4.897233218304652,3.2429762402876765,3.194302725282056,3.249560642057272,2.924320802343999,2.947383056521024,3.0793638893336577,3.002153226038975
b0263,4.23921125234569,1.9925574473129979,1.0616163573959727,1.9155848084218263,1.0753627336106668,1.7212381624294855,0.34184940514081746,1.894838530400089,2.012783464344775,2.7913101094788493,5.726039363489522,5.485987479892544,6.024754919294173,5.699703313637295,5.304665489906207,5.331723997570478,3.613963702147422,2.946132499879596,3.0705028385455075,2.373746480066857,2.9900446334584285,2.358253424042069,2.7787235454762222
b0264,4.538694294146822,2.190167916368135,1.9348331972731672,1.8056847725874476,2.329215967710226,2.2563909877743344,2.05226051057054,2.1338246866221637,3.2969769691363147,2.6007763360915757,4.698901990797934,4.7706305403369145,5.089916281759599,4.6591686011464235,4.849816617125846,4.201993342047294,2.9321257898712947,3.0184358955797164,3.1188573782467595,3.0196115534994026,3.271489722965785,3.396033703563385,2.64466107968007
b0265,7.070272908251648,4.310141033610715,4.705474400051073,4.037951183102998,4.3646821543765,3.9222757919918885,4.663528234386537,4.011387611256036,6.146912030565436,4.75443046109746,6.901641036484848,7.045808038384192,6.658725440683116,7.086973325159286,7.158911240116943,6.860600190202485,5.62775074285559,5.81695819887364,5.578649258270375,6.0633826552555465,4.947591643441159,5.991639965483903,4.8749895528956335
b0266,3.955801865899512,6.0829917270568865,6.182317222557078,6.363304598388361,6.979936524394701,5.30539570746393,6.920855668291739,5.376765342335036,6.71605098451413,5.1413428978263855,2.752154766058573,3.0463671184243055,3.5667862116853173,1.3695191263262383,3.4584522984147767,2.0440093269625486,6.550735567462323,6.408469843848974,6.419920702701218,7.087240843271572,5.219300942015089,6.8946874040955795,5.069275709256717
b0267,1.9514498068595763,0.7962556106263999,1.30941083588111,1.0038626138293,1.878363426394526,0.6846964970777007,1.1970381384010527,1.2106640752546736,1.5935697445978396,1.6347812181451946,2.5347294925103228,2.436523168432862,3.2083613719224835,2.4146543102954614,2.3359758215996345,2.7433094640382563,1.2534695041873758,1.4162614274944212,1.420704856823325,1.6704400744919963,1.175758925226447,1.295749627572768,1.101794970405202
b0268,3.6101506559724705,3.0675420404608684,3.287816294984456,2.926019697046001,2.7751246682307182,2.6785520126388933,2.900610753669897,2.7304892182162637,2.5012951244422648,2.8112992034619673,6.200716034678816,6.18544898443019,6.351347571176056,6.027159818185283,6.1646904981213275,6.020850959333225,3.0625838990782617,2.620586008690382,2.356151394277489,3.053078048845112,2.722365037126224,2.7954834057443763,2.798683269063326
b0269,3.264402963929543,3.0862975504785393,3.1230927679718756,2.914483722469772,2.6444456089138666,2.9957288933364605,2.6359438890522746,2.889967156824429,2.6247852774198472,3.114529704731023,5.6835651971979715,5.509400439526917,5.611573616768026,5.31108039573593,5.518917988621237,5.270836559333327,3.844653358249242,3.4322628602590313,3.664537931581175,3.21636288390712,3.311668964883184,3.1287162849218735,3.389428158257903
b0270,2.510364536199416,2.29159802251887,2.335423321067627,2.4536407481217903,2.0749410640685904,2.4950738918795894,2.3358271775982606,2.335692144147746,2.4645634877720037,2.6292431708062116,2.916932384992947,3.0654944960263775,3.0405894272973506,2.327611187236233,2.7902483483970806,3.1583913312991325,2.0900692904245464,2.164940548770343,2.3263206159545455,2.5592177581289013,2.355730167093605,2.4629634660154833,2.677038667595963
b0271,2.3538516497425612,2.3190521807120037,2.1425267025193735,1.9572314275934377,2.3611397522059994,2.486276051268938,2.0655118377433355,2.340285677724764,1.985240574648772,2.8457492702205243,1.8073633358991381,2.3542769451835146,1.750141117049186,1.6184737648667569,1.6677307640111956,1.6049626381207147,2.286645537824218,2.3020161047994283,2.518428932241108,2.5909711440233183,2.520868202029939,2.307199730277596,2.9067925570635778
b0272,4.0392335993074395,5.490698182411241,5.330756676368493,5.192594281622176,5.864862269012405,5.862238583921955,5.892370419133509,5.801067790844265,6.184775484735099,5.667332392606126,3.9627813206230202,4.039730154729225,3.194308258461125,2.6152157199530417,3.9665539191719215,4.015142352612012,6.108024444911642,5.664058586244607,5.916029548679774,6.4170448536434535,5.388040679153148,6.438311904348803,5.499536446204683
b0273,4.550633885711355,5.996187330848119,5.902227077805853,5.918956694390323,5.801997723372166,8.195098862386184,5.625726377222831,8.135077436459984,5.709767459720844,5.009589385759979,4.324494038454235,4.852815857947017,4.448984166295044,4.137085880538883,4.493214172228298,4.477363716129379,4.522368664767183,4.610422058660936,4.682113410997803,5.620537952960338,5.216304295670412,5.447629222334532,5.124755877913069
b4688,4.8404790898935985,4.813161083267546,4.740838428157217,4.768415318831952,5.020310035129383,4.177195057932477,4.757108068416783,4.3308709331878115,5.651785518647131,3.728243230402647,4.358483524154808,3.6841991756497103,5.613895524014028,5.5970790366169725,3.3309881896830555,4.475719454452319,5.0243878115211285,4.67518333473843,5.130819837015565,5.873093828935626,4.16271218185478,5.626109522041278,4.153269532558752
b0274,4.6150804498874285,1.7816715315324316,1.2126056257673865,1.637822657188541,1.9542818712116465,1.9198170582284788,1.3110389245387262,1.3254617394922534,2.692714193436,3.0838213614653287,3.9985007358227147,4.337460344245594,4.444881190478506,4.220991597229309,3.8989991092365868,4.02050328483349,2.818772140470621,2.752094868554434,2.6146307045648456,2.818898399670617,2.707192592500229,2.336000507227011,2.1959533914378784
b0275,6.731106522764767,4.066502665899735,3.848470061112381,3.651896409037238,4.436405113409362,3.481136408395891,4.317131801987028,3.5431881117196777,5.743821487473659,3.784028319204226,6.172697288699742,6.076562557443475,5.8982515499889185,6.349957371643429,5.862588843769183,6.098818682713394,5.116897936423324,5.0842805234763695,5.5927056295811095,5.387879227719334,4.344838803383097,5.4325721312816535,4.170433873239456
b0276,6.3684090853911615,4.921924762023798,5.06731905945788,5.083908217624763,5.343170740603903,5.422675939372001,5.098975323704352,5.230915280428585,5.620443858479167,5.151751003572033,6.360292070297954,6.198149200595873,6.292559630974781,6.8058351954283225,6.447034429841637,6.916892792393497,5.822540103070197,5.6136682454068225,5.61432756293936,5.887447911580964,5.595449708656997,5.805728497919414,5.525130153925655
