Geneid,PD_131_R10_S1_1,PD_131_R10_S2_1,PD_131_R11_S1_1,PD_131_R11_S2_1,PD_131_R12_S1_1,PD_131_R12_S2_1,PD_131_R13_S1_1,PD_131_R13_S2_1,PD_131_R14_S1_1,PD_131_R15_S1_1,PD_131_R16_S1_1,PD_131_R5_S1_1,PD_131_R6_S1_1,PD_131_R7_S1_1,PD_131_R8_S1_1,PD_131_R8_S2_1,PD_131_R9_S1_1,PD_131_R9_S2_1
b0022,5.523075837116803,5.184670398966354,5.495029559864973,5.575415808747873,5.612031430363601,5.647257700893031,5.297819436545418,5.583569094413785,7.419396362280572,7.426890369119683,7.571655646982112,5.247530084124184,4.949667743044948,4.751920480288804,5.910606235080625,4.703419510734246,5.701913649696632,4.884335687654637
b0023,11.084186606595846,10.215926176623348,3.4280265559013623,3.737859116614368,4.220656076619176,3.6691795591434735,4.1456678268559335,4.359212217633503,9.853773217541988,9.9733827623873,9.881708532728856,10.667334203910864,10.785135008754729,10.780471824274931,11.022041625988209,10.417397438244414,11.177335768933052,10.398246453466893
b0024,5.509199912443408,6.022964429678603,6.899011765036267,6.97074226776908,6.77356188442316,6.790179012547919,6.854853144380155,6.660967838796442,7.312083078568466,7.4386313209421715,7.664231037406269,5.573403191482499,5.441305694977525,5.682893074109625,5.668114016934122,6.013614071829699,5.501894606937771,6.135930512412637
b0025,8.535628750399127,7.891588801520814,6.916276501089602,6.793053253477764,6.733862744959234,6.679775878045279,6.834222715166291,7.039317697602196,8.69733537103062,8.787365122619796,8.459691414814415,8.154756442864667,8.1175786585377,8.173577930649843,8.419143872986119,7.926864620808057,8.349254776687548,7.975637215969823
b0026,7.430785963108413,7.926192231602262,7.1263893280160975,7.0975547749431405,7.066427187294747,7.07474178562736,7.192168481020985,7.203860185632367,8.36627833984039,8.61870553054722,8.213756700786613,7.842054902828022,7.702334697053531,7.759478132739487,7.355757953648199,8.07938506213645,7.231686703762464,8.084512480374944
b0027,6.764135143211558,8.012759302979326,6.873933686014837,6.776183299492425,6.8280655517737525,6.845657624987286,6.914628810830156,6.990286419753908,7.628033316922096,7.902959219698758,7.755860882062143,7.412679788890049,7.517702808191593,7.374961711127407,6.692967428943963,8.113458913638956,6.709898630155357,7.977927205433864
b0028,6.40339340590045,7.372197899973496,6.749520576310141,6.663605012208361,6.434319208102107,6.811653325532915,6.940315352959816,6.802341170931199,7.240885014959963,7.675789662672944,7.252204718740718,6.859411550604516,6.72481716634526,6.611262137480087,6.196694564492291,7.518781779093887,6.172473471628416,7.520448207436495
b0029,5.852518261526195,6.852940415400277,6.828159625880943,6.805804245049663,6.836527750061405,6.800599981700228,6.796761102009178,6.811704977097309,6.683226253946274,7.1778654970176765,6.582532846879735,6.231738347937862,6.146215982873088,6.218488475418277,5.803643448391227,6.9806551836076585,5.831130977715033,7.005767613066571
b0030,3.967722731062566,3.8848540989246154,2.0997627423145966,2.026900031108609,2.4419916128376564,1.9021608393059213,2.128566801207872,1.771530662537459,2.178134886796128,2.2984244022741684,2.2078289346246995,4.079784831898068,3.834976100188767,3.851091444126952,4.091572556487906,3.9805576357072727,3.961971890131033,4.076065138509757
b0031,6.5270873886416885,6.351360701217558,4.636070230891961,4.652066522153633,4.460862627163337,4.445891735292064,4.76033804989749,4.623410088197344,5.480305173473105,5.614379262660641,5.318265226575697,6.043829614439064,6.2037128296082535,6.033659133970996,6.425803107724676,6.5417713703349385,6.403715316888061,6.333585388715472
b0032,8.468943633557798,6.380857507557812,3.3180142535851096,3.397549826849916,3.2279868460737946,3.408496187165801,3.4895595740109884,3.4250139387347964,3.2701677110428404,2.8972676697117827,2.781586050112205,7.685474526727804,7.55967790384072,7.638423990066657,8.499330171009559,6.608096805975566,8.379403135962926,6.593157970538302
b0033,5.385338926441663,7.259598165617381,3.936437939090212,4.006882287944396,3.9015032241133305,3.9151373711760624,4.072710482016555,4.110298798911021,2.8968513693222477,2.604706525012661,2.590057756755478,6.64495629517037,6.47961217720747,6.508408166854555,5.258135658204614,7.438268147023636,5.247339939072456,7.401712927117673
b0034,4.419823771855684,4.292842809774589,4.937862472262592,5.083677882908932,4.450848364140861,4.654602060810971,4.868106180110678,5.043586132795848,4.428214679295186,4.63498599552381,4.757920960809773,4.5060515072496266,4.810948625718416,4.801131091263861,4.520818255277949,5.146381598559138,4.45762497061312,4.526336707694705
b0035,1.9390051743383097,1.2335591575170055,6.079578851400031,6.008976606155145,6.341417100171942,6.083648715871775,6.074518854903319,6.155182260014173,2.4816024703783843,2.2758832422047264,1.753189269275803,1.1887666255732685,2.325636213886386,1.980826084563558,1.3976104572219017,1.5186631950325455,1.881354460986063,1.8989374781801975
b0036,0.8091629462835279,0.5376779836324458,5.39198297919552,5.308388627037383,5.625453509949565,5.529230176942743,5.638054991449657,5.596985617888922,1.210004412933848,1.2441131935107466,0.8562784320552008,0.9724171488591644,0.3119502991139877,0.3175635542394712,0.4528397423381094,0.8196683532685433,0.4395346128178288,0.4458974795680295
b0037,1.7148924031577293,1.835870944567768,6.812533937101107,6.753934905300119,6.88616240541014,6.948491039347721,7.029596248267666,6.909455339550666,3.082933251481478,3.1943480539005744,3.25177765684178,2.139614709594192,2.082496218871413,2.06202526954898,1.667142588345179,1.9401634112755568,1.5760903355409202,1.9522552235473607
b0038,2.334869323146954,1.8278905691232692,7.715247683514392,7.809701313592215,7.702212374043889,7.706283680659636,7.951988603236756,7.899064432806244,3.7886060627831375,3.5957336114038125,3.967390725505456,2.090722717354482,1.480968221004214,1.8246841380265597,1.8862642246538548,2.1013589189512234,1.7217734434661198,1.6696132277027889
b0039,3.5365218327993664,3.2184429434546806,7.604029653377972,7.691799447451979,7.60078137038917,7.604633983645454,7.747827118802547,7.640548291246133,5.372140838121138,5.133123249091331,5.381275105386195,3.133238431088769,3.2299840070482952,3.1075835232253493,3.399293429340605,3.3759373411226368,3.54781685871725,3.4652987068195107
b0040,1.3567015180255455,1.1945426338495628,1.789700775879409,2.010927017972116,2.253658894253956,1.8191976524457456,2.397286845720493,2.345555242989708,1.930082766779884,1.8807437960039184,1.5936132574805395,1.3908198493845831,1.4279542302898958,1.3408060892623457,1.8281030361281692,0.9456672220036868,1.5709605611012414,0.8593377935128562
b0041,1.1877979945197907,0.6558336658952758,8.116562204370869,8.156279568374865,8.41480539679051,8.428125402114226,8.373758310717164,8.502874666545534,1.0030277341916338,1.1637036929144386,0.220609323982549,1.072756916718179,0.691714883371287,0.586912630616141,1.0017408259947973,1.2808294819499877,0.7875931028715389,1.3784548828877674
b0042,0.7926320169342919,0.7307245293013152,7.510542378796119,7.3028976928935325,7.819617536498669,7.601303868988352,7.84364995830404,7.806890742768143,0.9700403609501422,0.5922369251569264,0.7451617279537426,0.8502332886026864,0.8525108737083846,0.6927346963832874,0.691834114515483,0.399615334582054,0.4815521118366845,0.2647850058600938
b0043,1.2498376562198286,0.8143567408110819,7.076366808770413,7.163352490220206,7.556666449825453,7.39566754196654,7.486717974667348,7.570940737867327,1.1395804589086458,1.1423683611787787,0.9190210508739088,0.4512715581026613,1.17188729001748,0.8088983665202445,0.8684552714694291,1.0088260467285008,0.5922006680359904,1.074437116054294
b0044,0.0,0.3875238676360447,6.220815854023077,6.105987388179614,6.299004457522901,6.425144622780287,6.496621800700698,6.499577837400705,0.5341166883000641,1.1668203484403716,0.5283940295070602,0.4094995862612547,1.4043297786499302,0.4179128174860927,0.7406141324713426,0.4307871519787079,0.0,0.4108470146132601
b0045,1.3936885431939654,0.9995623048103274,5.854707731962401,5.915833327443687,6.0995489238080784,6.185795093589139,6.036791585669862,5.9599866632730905,1.6907151450008575,0.78067290086223,1.2258443088914832,1.0945611764710728,0.8346408693230964,0.9044004779765248,1.3351943647849684,0.9840968287327112,1.0362236947924526,1.144705949286553
b0046,5.13523995486341,4.49568195511356,3.654852407828813,3.818501447854716,3.947833527105354,4.208102635291941,4.068262847312862,3.972567915743922,3.577197582691114,3.256156498353923,3.1948326890315384,5.158416560849933,4.995791617192001,4.9403589077420005,5.092218061949323,4.747164719599839,5.012611939520896,5.028071714045245
b0047,4.155393247261333,3.9027864199414113,2.822127472396888,2.9847829522570906,2.8820073167281777,2.9638762393252645,2.975046424200264,2.8250907383326656,2.798414384832817,2.4739357460338254,2.515538193217977,4.453183135113897,4.246013146436388,4.082863239517315,4.247474197883271,3.910712174388807,4.223530372858439,4.073806513017684
b0048,7.656568734634771,6.951465115080607,4.170255834301379,4.308952789171694,4.259759488123311,4.346263585821434,4.7231027236246765,4.657477682878073,7.103993268404582,6.977444679987299,6.968139458719005,7.44545204657853,7.477980566316004,7.506459262877594,7.914754105317437,7.163789045035829,7.938817889354599,7.029870987286527
b0049,6.558841205818291,6.257040441283929,5.189860453362112,5.223653356377503,5.354975553038368,5.302150655789015,5.298375288281696,5.503707672126292,6.760975812717886,7.0978660474893145,7.101236844136925,6.476139370939729,6.249039918775831,6.315233197828264,6.444013187972618,6.37962603528035,6.479355672311514,6.309980920238742
b0050,7.924290700006455,8.191600341554018,6.62548488224545,6.406748869470412,6.579065505401618,6.752376850269121,6.819779699372747,6.730482354478612,8.55524723441806,8.704461265255384,8.781756961756294,8.006062562316432,7.939217369212956,7.873243371754612,7.97714031973076,8.138328880385338,7.90372189160147,8.177041032577316
b0051,7.421750552348536,7.502229610770968,6.275639166454361,6.219343860084402,6.5096908138750535,6.499083245993127,6.498108748438041,6.5265207199883815,7.699769745985063,7.800328671120768,7.852604243503357,7.441639666530312,7.423631200148829,7.367214581485237,7.392375641130658,7.476900738709675,7.293395589986088,7.535881757096995
b0052,6.248833452073908,6.696694462404015,4.467103444313927,4.332576886738306,4.286654867955186,4.325662763627558,4.343240181032909,4.213553370584958,6.101150034720734,6.14053383536987,6.091037977388796,6.561913960427784,6.482914330778726,6.383627037657532,6.331465165482773,6.679916109111511,6.243113337892775,6.610394335797771
b0053,7.631017620085389,7.956599442603915,5.117363601092774,5.054000925347648,5.423380834517998,5.242874687592223,5.37233499710217,5.280747102090054,7.454170183122379,7.269134734590462,7.271649935975358,8.160521160722123,7.978858421946596,8.049344864536767,7.476962350706162,8.134878839456583,7.467976071071178,8.204678822011795
b0054,8.787397850419687,8.102503682740828,5.292218872364703,5.472231068029983,5.69988664323627,5.652651081224791,5.536965231082291,5.472405656041101,7.954581645767667,7.986834999067896,7.949717077637982,8.564199555134762,8.3901777051251,8.540903995382237,8.7878720816798,8.121290383106091,8.753549178783478,8.24482358569469
b0055,6.130783526096988,5.080860898742861,5.145445747711172,4.985158407904333,5.109108214487628,5.142020692842645,4.974361967382157,5.199009454864582,6.408895794440496,6.179650762905762,6.161151788744398,5.8404694165658775,5.913849769720351,5.723067891851361,6.026099879281532,5.337098180566902,5.904341939288669,5.215824256781419
b0056,5.6710067259936885,5.90755796733473,6.027413651326656,6.14651081196115,6.2828347577106864,6.284645897218275,6.039760420336704,6.067246983579266,6.498192164648087,6.270560627811983,6.381665832598255,5.98397808508554,6.081938116617036,5.9803097452809695,5.621455913789554,5.7619045191763565,5.677218702463031,5.9726914938167255
b0057,7.452404829491565,7.506535011299218,8.004307574153136,7.685919333179654,7.598327482357303,7.460715831775984,7.732390463181751,7.52657794102657,6.871039962941413,6.462844383129324,7.004377237622807,7.230978432774059,7.418186559639407,7.275879622862884,7.143175173731324,7.570500553829753,6.990746184809786,7.680148076160395
b0058,6.153210129643311,6.335158971078769,7.368398547905449,7.391871708126679,7.2983597398542015,7.305402272447148,7.394218155924287,7.507445195895448,6.825545820063947,6.623820030719593,6.720009397002135,6.179302182428277,6.065523563935616,6.301088464216073,6.07584070354697,6.522820490641798,5.926162625613098,6.468487597148069
b0059,5.7954465967187705,5.497440833495412,6.705190464191602,6.723741429414908,6.804387665955409,6.827579646044272,6.723090229568732,6.862315154826247,6.316550685256891,6.326955205414328,6.347952242857788,5.533862431309465,5.304035179452253,5.321184501177684,5.698013813388716,5.524271957448568,5.642500082351225,5.570246277362122
b0060,4.806349895973606,5.063920898806474,4.003392145393171,4.262850609177747,4.184708341188458,4.232104635614381,4.092377924624027,4.046823784308054,5.613268194432132,5.5434663350298505,5.573903295550878,4.960841329030365,4.73835640323729,4.743948993865949,4.84012485170695,5.108115674141678,4.684681342490807,5.1494661064444776
b0061,0.5106890747331441,0.0,0.0,0.0,0.2820143586023317,0.0,0.5082216030347083,0.5091097491487854,0.2453766264475521,0.0,0.0,0.0,0.3477770621619748,0.0,0.1875197166134992,0.1940707940350931,0.1815151339458042,0.3478488793299087
b0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1348516172159604,0.0,0.0,0.0,0.0,0.0,0.0,0.0898731414492873,0.0,0.0,0.0
b0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0064,5.54650972524202,5.56811715048547,5.041295268695647,5.037550875325271,4.790113886273162,5.197981781237297,5.174312502157716,5.203694903235511,4.57012773453071,5.07782904364696,4.834697218145575,5.789425637430532,5.637527197440719,5.534673624488653,5.706430550566748,5.563407393754592,5.654348438076117,5.622131822832713
b0065,5.909832841349321,6.144062958711468,8.451584507370065,8.572272392978652,8.485757946076003,8.412701816712042,8.513411002569082,8.287563082626018,6.239482062117206,5.956428666101517,6.1819820323438295,6.4347685102278405,6.363654680047421,6.367844355378538,6.136073388850558,6.244145362603216,6.104789623445425,6.344299374665329
b0066,1.8227080833693257,2.1466428320900817,1.6081165271512334,1.6409579869766808,2.078771097239796,2.128594213576574,1.9003905126462184,1.5341113687967514,1.508968465349839,1.4383436631963706,0.9344959873086488,1.9410767245730165,1.9948372835863304,2.1573269228864493,1.6831734196745172,2.406284715102035,1.822313356237808,1.8396243720002288
b0067,2.2607048831093435,1.775621386808535,2.321868920447017,2.484524024823116,2.9477687710658413,2.69778441534616,2.498846228496073,2.5013069577600144,1.7324336809221834,1.8762470733589247,1.7871433014642342,1.8871924684723165,2.083618719982029,1.8411001939405909,1.955477363151262,2.0392563460770257,1.9404599751506009,1.5284548436922725
b0068,3.62243704727322,2.413886314108628,4.17200389383527,4.275147393930342,4.392604541563342,4.344669480287377,4.135673388062775,4.221852217106433,3.420108020824201,3.248467115279896,3.704850873207439,3.470786132363977,3.154672272305246,3.1484722975786505,3.653641604354914,2.427422529449488,3.6188412207385774,2.51728233057993
b0069,4.294586654614708,4.033909102946844,6.622594054226891,6.58461099777651,6.580889933703475,6.684879206135089,6.704557175047514,6.700133367981915,5.415779707502096,5.436277085655719,5.76517488270635,4.166196118077274,4.335606371704546,4.256589792881301,4.306323115031645,4.085450889459059,4.1208385382068125,4.0814223602603175
b4662,7.394163591378596,8.632980566733009,6.76014766041975,7.241678630493026,7.139708669714322,6.964761166282807,6.768085972589461,6.756234932196552,10.717168203125254,10.757094062275703,10.838233710014016,8.055104048480496,8.541295821447331,8.168084718199571,7.397458672106951,8.3006306254327,7.981108325411386,8.001050572446994
b0070,5.601560120021055,4.990337733806274,3.152900751601728,2.8640790090189765,3.291878436194548,3.044214134719657,3.104919429579197,3.0434368283265267,5.112730422459846,5.438955067861206,5.508298745440003,5.507740531510558,5.502531989329628,5.515091621316043,5.470747275268206,5.038919369073941,5.61364342587002,5.111042763631572
b0071,8.783051252314614,8.937017160788235,6.650746293824242,6.964684115146449,6.814800433028998,6.741697886129844,6.704703014619654,6.656452119598664,10.494440234999573,7.344745826735207,6.079750458680229,8.34562401528346,8.336116297950833,8.290086728244319,8.711889336931053,8.912589492498954,8.665826035694547,8.931999695161398
b0072,8.563271968679627,9.434160162081977,6.625129257719454,6.717397433583147,6.677414894472424,6.760041535524523,6.690324430739998,6.828853396463993,10.888588072334418,7.424703792408166,5.869525120618595,8.168372024713053,8.020474315318218,8.126282846306486,8.457117021427704,9.279850936989154,8.344476074784625,9.3415097440212
b0073,8.659153013322875,9.658945070144314,6.412522335848895,6.62817602539206,6.6409330909968105,6.605063103768156,6.566826239596296,6.770237730721804,11.1280243029535,7.394568747791713,6.16377782988563,8.258868425947375,8.134366640425995,8.195540193596711,8.542730236853235,9.59327057885758,8.41913019374208,9.577429003839502
b0074,8.707892434674633,9.170174797251072,6.522107523803929,6.583009244397642,6.664772358280509,6.645005317250389,6.725155868763943,6.634639698823494,11.011626772057015,7.797700346702681,6.1906386979446015,8.140477597338913,7.948550512342956,8.091866080404145,8.676613192218062,9.170147665586803,8.50470625815218,9.190617395852684
b0075,7.9862578227657055,8.77343642106153,3.983042258711354,4.301966325405853,5.07961237254054,4.62714866958142,3.477042703028612,3.683562641254905,8.041820654783683,6.284338327097583,5.896505153819184,8.289264624981065,7.803744869064588,7.676256469075311,7.977039398334063,7.765247044021374,8.381561152034024,7.624366806840091
b0076,3.745067738861218,3.0410967901027326,8.808341894538115,8.726264093113752,8.830608171834673,8.88760010210666,8.752034507605648,8.678066597312192,5.232486132866248,4.76468608060291,4.6200318882988896,3.765942142142178,3.4775380700543965,3.4369886715124336,3.661551792985076,3.427121206473511,3.7165358103417865,3.268307152939954
b4726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0077,7.4067130608187295,6.267511644683367,4.5945399517935295,4.538310472178853,4.724398392283657,4.520649935503498,4.721793314025281,4.72466925584861,6.157694823397042,5.901181710756946,5.599457441742753,7.121055368113577,7.043137716398824,7.02385009382403,7.322908051964152,6.368496220137388,7.291755025166287,6.410238638801605
b0078,7.3577935537065295,7.46947580679224,6.104604691924676,5.9843614431714105,6.142267811967487,6.037646549917365,5.952664451893902,6.192495942525364,6.3629194383650285,6.221422413596786,5.962645947392854,7.66620675667881,7.595651210588159,7.642719608760622,7.119346654963628,7.57003377741489,7.087910729208374,7.634300469819071
b0080,7.496050897830576,6.4735122502967,5.735799811987204,5.474821573905209,5.748945063802536,5.784062616434484,5.858698441499333,5.908141222917653,7.2430061668761345,7.0016659555357,6.625390900763162,7.108976598106737,7.065058134483626,6.9923772626772,7.344238245740896,6.817394746536232,7.241520659382166,6.738009453100916
b0081,8.571948972927862,8.056755003048634,5.521150857465996,5.424427876838169,5.35538616350207,5.339388298383724,5.6341909575580775,5.682889665395766,8.782704917441926,8.526389437111662,8.362151450952886,8.232929731489786,8.523782417347949,8.31416685427268,8.651640461136852,8.283960735315157,8.58504249269618,8.221469225359634
b0082,7.595983698563528,7.416681152004096,4.713339811841086,4.619569321292982,4.961057805855593,4.786207519107192,4.698284178691164,4.752263602289657,7.263047115011187,7.291869865660126,7.046310524212585,7.273653404262589,7.471968005427962,7.396972666131134,7.296390771477945,7.682055743352078,7.43520677561103,7.439190211038822
b0083,7.430438298736799,7.133641193879936,4.493008226340919,4.636560980781673,4.428100676082753,4.98176658454598,4.940778185822207,4.697458018664454,6.904670125777622,6.989453264850924,6.346978564814951,7.155171759977016,7.500947792597058,7.18344640605427,7.124913803540915,7.415852962167743,7.215507499344451,7.271250129600387
b0084,6.016582463279752,6.464992470396815,4.359658565488391,4.280886072998001,4.349679429426787,4.3585216633724375,4.478400308001563,4.279351499960143,5.768959591635429,5.6176039373288855,5.2028249767221055,6.272142772857488,6.411542846486735,6.351659834885482,5.955826021383955,6.64010670231389,5.984500149702392,6.483752181088376
b0085,5.860040823996749,6.725867297118128,3.1832413879505417,3.081454449493193,3.34898478098887,3.5840171042947016,3.3343068690456943,3.5712440326929333,5.680825600505791,5.500277678736237,5.153269697017021,6.074380376725522,6.230371684071414,6.2176177943445765,5.752574761748895,6.934224020754249,5.639601882521848,6.893682073214549
b0086,5.584504366443324,6.499279128902982,3.2371499933361148,3.231308596350261,3.4674864771815086,3.6679214065029857,3.5755416407095986,3.240653906604987,5.259881866143016,5.239041854061611,4.807166015762113,5.851974333806366,5.835993476047082,5.941390407580339,5.578198544939186,6.701700902610587,5.431632746862912,6.572708363339296
b0087,6.376239598515228,7.10521485352723,3.6442037014539927,4.052188205827058,4.023424471261331,3.9969953163385994,3.993364556641742,3.784702468006672,5.703641650732158,5.460941945778654,5.195374213847251,6.543177516755614,6.565680582381381,6.525709196050244,6.298227844198484,7.136758655502299,6.45135512231259,7.05755768864111
b0088,6.5372732847250745,6.439310362636898,3.888329424701058,4.141014030492218,4.055779846961173,4.019392213438587,4.2705385640222895,4.086606695685063,5.856151497950761,5.641591827440534,5.35231237959637,6.241208946390912,6.335172145690469,6.305670123132692,6.357257073625935,6.535565569034343,6.296199386171676,6.376113764155889
