Geneid,PD_131_R10_S1_1,PD_131_R10_S2_1,PD_131_R11_S1_1,PD_131_R11_S2_1,PD_131_R12_S1_1,PD_131_R12_S2_1,PD_131_R13_S1_1,PD_131_R13_S2_1,PD_131_R14_S1_1,PD_131_R15_S1_1,PD_131_R16_S1_1,PD_131_R5_S1_1,PD_131_R6_S1_1,PD_131_R7_S1_1,PD_131_R8_S1_1,PD_131_R8_S2_1,PD_131_R9_S1_1,PD_131_R9_S2_1
b0491,3.980082198281504,3.4610548537803605,5.208741390600045,4.962985611409329,5.195295837602603,5.167894382089052,5.259459569174336,5.283504673902733,4.7797707133329785,4.927145780473883,5.030509054911702,3.7400056916969815,4.1022853830790575,3.932325243442949,4.272821673794925,3.590883316199585,4.243770085190725,3.66429018642904
b0492,6.824860811519934,6.742547461940831,5.551166570407456,5.67410006194119,5.78013029575025,5.913758754146857,5.687431859781666,5.827951449631452,7.927983458244627,7.72199548920168,7.644249613388223,6.680952275184433,6.526738216485448,6.46182421973065,6.588741976091705,6.728201617850953,6.511906705972259,6.724695160915603
b0493,5.662025858764966,4.924238444439235,5.272559457913491,5.346103730065432,5.549057582169872,5.718769499276261,5.3924329808769045,5.520622015587069,6.164564963091649,6.54507087633178,6.19351692488552,5.33790208969807,5.234861472657829,5.060688370379131,5.48451348080792,5.140413227368962,5.360757146962904,5.053739783911574
b0494,5.996904527705729,5.389061227395076,5.434622469308109,5.419804724163305,5.532747267777787,5.700388177541727,5.64346141905611,5.489310759208704,6.766091262432527,6.784513582798721,6.788030499578017,5.912892058907612,5.700096055710625,5.789854898984969,6.148771503077758,5.269057694916678,6.00567544461781,5.423559373540106
b0495,5.158273913871986,4.561103948510281,4.226254527826013,4.1374358288684725,4.415551006882758,4.297232530352635,4.5389765193415,4.147298781955812,5.233698375246232,5.0899792556819525,5.251172778333398,4.695156986837911,4.866377929591742,4.439982520954985,5.1130670103447615,4.561349192371358,5.1275374211308735,4.692707520099098
b0496,3.695444365468824,3.677628772184244,2.988645437823683,2.906970827006462,3.154112136861051,3.343752790357485,3.3228194916977967,3.2989402900812395,3.906829259310368,3.7413907395790775,3.755050395111102,3.889206224311477,3.7070101899568577,3.750755250079688,3.7312898780862858,3.7846135888675856,3.558337586785914,3.6270134007348505
b0497,3.4520044373341774,3.0987117748599955,6.925383320812188,6.929647046056576,7.059179222024865,7.038410096946566,7.147858344240501,7.238883414579403,3.3916135916702093,3.519905332921724,3.415618989947518,2.995954683438716,3.180466967398456,2.972489707992085,3.2422190165385625,3.1520080537495736,3.190696983567815,3.0822662363580324
b0498,2.724175304581067,1.2886694827262604,9.141712100796944,9.184273537595963,9.37047262066566,9.169025482271586,9.012211135937337,9.162124967831147,2.1689683036774974,2.289049153983292,1.4468583531089334,2.4882993944365133,2.1183926461858222,2.052020895810992,2.3754433881351,1.5365990694059537,2.714473579729596,1.728703593792266
b0499,0.8730571584638809,0.4588609649309448,8.127902846303954,8.099535006297621,8.421824169568275,8.266486041033987,8.432783183171862,8.23914702338383,0.9316480771382576,1.2295795937281264,1.17260332922501,0.7353138123377618,1.0478098684839754,0.9654629176731218,0.6262086217329219,0.3582823843877833,0.7279017524810345,0.4858017713837788
b0501,1.1402054031967097,0.2396982514496362,10.426019572614813,10.652197926879792,10.820749610035854,10.800377499423169,10.544323881410843,10.575657108585718,0.6093964836855597,0.3143525655393216,1.6208602470023434,0.4699339526366917,0.8260496551794103,0.2595190846133585,1.3640437592463237,0.4938602901054296,0.8157470203054494,0.4714497068211793
b4632,1.0189418412676334,0.0,8.78956851719208,8.49981248318588,9.33858659707389,8.714376602439522,9.064088094072533,8.896451149826092,0.0,1.1668203484403716,1.2184515178447906,0.9889028342532868,0.0,0.0,1.0045592329743458,0.0,0.0,0.0
b0502,4.794595541367474,3.39815801537312,2.675583592678449,3.399824915962775,2.5477236813676014,3.4466304771224,2.521204455785778,2.709772441016637,5.055715432570491,4.887456455672858,5.082130639615608,4.637280515609841,4.402305465264295,4.358205699551143,4.847380872290509,3.6840770415066255,4.837607813630359,3.98131306516326
b0503,4.126634933760382,2.888049339084768,2.445240619901049,2.449762431103407,2.5367601323756586,2.293525908696381,2.329489001164024,2.443098936572523,4.018096764108393,3.925187638118509,3.979549035606983,3.611479083556896,3.7522445932270503,3.469140616854809,4.054504925231282,2.975271202818913,4.030297813519882,2.8729763790992684
b0504,2.7975612781492427,3.0489061185335244,1.1607595828966135,1.377188908791091,1.708983934787639,1.4586645091715411,1.3703416371724573,1.5391970226095195,2.992783322868468,2.033784065965111,2.103697642985129,2.911933263832701,2.815112800352481,2.8185242591525554,3.1571042276152514,3.080550387866399,2.856224673629876,2.794267711134316
b0505,3.971664689031236,3.520189056988446,5.826178413128004,5.873941329540348,5.894489205502776,5.699010518597356,5.877988188255486,5.960782191914681,4.750330481851222,4.740848233884301,4.746690778032574,3.649270225380919,3.631285903972514,3.172128114062263,4.153914177598348,3.3697182565939565,3.740367729467318,3.382624201783401
b0506,9.365727307569168,9.54888766746729,8.62426297223718,8.407209796687564,8.31247233265125,8.288555917650779,8.47122869747411,8.515348708506835,8.90593204622283,9.20322441281633,9.0165106846796,9.302993958033367,9.462277136001171,9.272298798251116,9.41910556689903,9.608919337714084,9.263334550416056,9.474451700631484
b0507,3.2997371375647404,3.021764463240185,3.605180059278186,3.444918364963642,3.725367735620054,3.73561442874452,3.8273077316590194,3.813222581061342,3.4867439250947334,3.310568971556475,3.441634539866754,3.246018097083001,3.167550899864457,3.16709892332854,2.9691687334943357,3.140287380584798,3.0124562173588894,2.875072095659509
b0508,1.8222640597416204,1.2452501525143154,3.5918407324780466,3.8986025824798265,3.9724431740004182,3.776757541056592,3.7731668403193113,3.584079967788903,2.498273166257534,2.6745713173079064,2.9489632480190324,1.7274914967998924,1.9745910737040355,1.9029756215243905,1.7494703311658544,1.7868307330810438,1.3568573656539822,1.7312943185455627
b0509,1.0064173859327463,0.5895842239832982,3.632650171851557,3.638889708443748,3.734223969846191,3.689558644350881,3.667121924701856,3.761834918946552,2.353460708062295,1.895229130145248,1.5988168202903386,0.5161818253627035,0.2819601833471911,0.9112639397263051,1.6267762417376224,0.9351445147858602,0.8016788572334089,0.5178217002159573
b0511,0.8031914120723394,0.7923779702367783,4.913157622689781,4.9789233006941895,5.102522793588928,4.943670015575851,4.944661841072858,4.980303483499874,0.6967155392646551,0.4099289750936916,0.4331839947066055,0.6038302404380558,0.5423980530041483,0.8988481291447448,0.4837588893870448,0.8136390996793066,0.5349993454917638,0.83395626622695
b0512,2.9365875615771264,3.3113199489167227,5.114488436313671,5.2259971215213525,5.173240409597883,5.339463887976407,5.252377355238295,5.384133943467139,3.6506085859075954,3.570807350621302,3.63351929213696,2.924749620328804,3.043286489512375,3.056210003734121,2.5418352142956806,2.9713828473407404,2.755988470420527,2.929478625656321
b0513,2.6197301211189306,2.511755371100937,3.5444808130036574,3.743996090925698,3.713451072662262,3.854778238529603,3.7458706017059873,3.887418847335945,3.3806401626528704,3.281235447488477,3.494838304972384,3.132329483572514,2.5915274989562267,2.8858896670675898,2.9954394814171468,2.759742813163089,2.965091441379503,2.9457409369730394
b0514,2.333778796498092,2.2845126682561485,2.806859837809476,2.6250960329786457,3.1051420417043083,2.525443804556731,2.7035806900678665,2.7889175968836986,2.054087137644948,2.5613072767310534,2.188118742545559,2.3101428343685444,2.4295522732942474,2.1020152655777133,2.286229678653832,2.277299640565335,2.117202879339243,2.557059175415601
b0515,4.618753239750034,4.666088965687109,7.461529821298362,7.64637663623403,7.36319187397344,7.430771547688516,7.349644692918904,7.49277211419546,5.03057337012222,5.217047643446136,5.005306183556687,5.150407109570272,4.83988659545888,4.855313950196945,4.51589436691946,4.619853523156814,4.629033195292904,4.679590662722779
b0516,3.7481144313378314,3.2217107678266914,6.115875619470502,6.279575878492156,5.977294853180608,5.963417087717507,6.068407534575118,6.165357037695221,3.592939028620364,3.6779398525321607,3.718277040719205,3.4417318757288515,3.591217365799865,3.492616188204018,3.669507367721713,3.148083453018044,3.560254385351406,3.0249399760882767
b0517,2.067204164933017,2.103089599797128,4.129385995374154,4.432480485574675,4.3848521400592215,4.287214646900964,4.175942227521682,4.461900438219752,0.5768419966573115,0.5413899304477123,0.9786221368016672,2.2019780042791384,1.856013120090695,2.079134382329677,1.9797456331791692,1.5404527028929418,2.2958323424325098,1.290356933518192
b0518,1.0030832746902385,0.4567386464766478,3.530966008967143,3.3043422971708,3.3360693467154023,3.568766431018672,3.873444931332797,3.749379280847645,0.6243671315255107,0.8952784690381972,0.6879369542410678,1.0144231719435295,0.5410034450313342,0.6060812953658465,0.4910096383133708,0.5064665324512803,1.1932842891652862,0.5411082856443983
b4572,1.901939354373428,1.9589431636494,2.835283045445663,2.8771759671885664,2.871937714844218,3.451613754164577,3.0614216180477234,3.4353064089553684,1.746523743430759,1.9433915562915356,1.643001481868546,1.7007441566196313,1.862001633546924,1.8214448227032276,1.7556809371875497,1.9198170582284788,1.4347652623793334,1.7374716645231971
b0520,2.090999521967047,2.0917760683432904,2.9055057814368395,2.9812632196190885,2.8962704535880475,2.835874227565406,3.3736526369180675,3.245207180502171,2.8414396615669943,2.7469795546888665,2.4252416178076306,2.269887788863618,2.3082079157520705,2.1882668903527005,2.4898719297523453,2.3717334066380547,2.071079323460084,2.274205385795712
b0521,2.3126513244709392,1.5291229689425458,2.368611843342268,2.452277126670122,2.6732055327626587,2.7589204927214106,2.3532077064876824,2.7226048503753635,2.5973878072113195,2.471473466737255,2.8042014162354163,1.8652945108983956,2.1008008784016465,1.9717607852547536,2.2576688881359783,1.793330596986049,2.1855237843877515,2.136314645475527
b0522,7.101876341627761,5.1287103711651705,2.439488102196306,2.203329418069542,2.1298231539595345,2.543253217273452,2.606744202633557,2.1969446352327715,7.022810800803884,6.68127645177704,6.598418018380963,6.422782893807776,6.374773369510257,6.285664915417591,6.778988758039899,5.292434213722561,6.651328267811821,5.450694859966065
b0523,7.797139592148799,5.2894151242270295,2.031560736032279,1.853402475612712,2.7220149157692606,2.7609855000000083,3.22596740380316,3.0389298220927143,8.022877796465547,7.907319394540949,7.785018226119875,6.83837912258226,6.882632977745159,6.585840558100669,7.692838968642154,5.466953719964387,7.472227285688066,5.488905190762783
b0524,6.1645927229471,4.946147691823445,4.219304747232983,4.068039539578393,4.051996623298165,4.347798699556467,4.455232658193544,4.417409101547063,5.6767313234723495,5.721077069402139,5.727308159363546,5.518711901421255,5.511313131559886,5.568104053309273,6.160914085317864,5.033056846029482,6.048301886669801,5.04537598024105
b0525,9.958457951734644,9.2467916742392,6.755326869651718,6.748349783481225,6.991855699448989,7.085884657086943,7.088348224399427,6.906902826271947,9.388410838802432,9.681391554891707,9.418417688184666,9.797894431072512,9.63478307014446,9.772854013904348,10.13015061242644,9.499776895329475,10.056365331464784,9.454555695725846
b0526,6.949985897036538,5.208871555270952,2.4442655437600083,2.5644432387679004,2.682719240205641,2.964256070227542,2.7496788056161163,3.1127110403650184,5.312178584556958,5.429200697502192,5.137133530844708,6.205004906638733,6.138963008603957,6.143172259005125,6.818551225738963,5.281250624938126,6.812841557384457,5.262261347958542
b0527,2.417296208687528,2.137580488149644,2.354658523117154,2.541800177624728,3.084784524057917,2.5357761857345538,2.6665477693035804,2.1326998098763283,3.270843182736258,3.1723025094039365,2.9239256981240613,2.685422182487073,2.4707462460181477,2.5409612838561286,2.4440665274705182,2.1556490542980966,2.5426725894670144,1.8978662391111067
b0528,6.146802043918056,5.549402197861166,5.168234135934173,4.450157593590452,5.41350696907159,4.532173684843086,4.9707487393854,5.12422796790745,5.841504594397923,6.175373753058741,5.7924490138351645,5.70145701512886,6.18397994926646,5.632564623899198,6.041302245831824,5.69524926475527,5.961953427083545,5.656718322244903
b0529,7.932027132770209,6.721230020611618,7.0832602004395,7.077799042122369,7.083877512561635,7.115474869438663,7.016620570816982,7.055031444881229,7.889966922978935,7.90317074323423,7.679056840185384,7.367107161172639,7.290852078219853,7.25540568096581,7.877188226256984,6.806900607817317,7.828752607671304,6.855549914009568
b0530,2.319707671989869,2.3465080404020835,4.094751202602345,4.595927548663253,4.328683071843409,4.281934196179946,4.448866882759115,4.087550637651979,2.980324221641121,3.387637214856951,3.559699512232142,2.5965773670454224,2.16802491898874,2.350142895313357,2.243733123295681,2.2856150663219914,2.404985607515202,1.4580904045582974
b0531,0.5125497184519937,0.1738448135475619,2.805744214460418,3.154966856615892,3.0277303972110614,3.280647276691412,3.110067810350265,2.840473845371067,0.0,0.4275850350275568,0.0,0.0,0.3491142519139666,0.0,0.1882807462150725,0.0,0.4895060004641723,0.1851319928041842
b0532,1.9116453757937253,1.4886573024925134,5.119503636610518,5.238038300049593,5.264900193320486,5.224419238830139,5.404885416739904,5.27924439821381,2.025871878835599,2.027016218337649,1.864614595278716,1.978346559377813,1.6382826933357162,1.9491100550568317,2.129637893760952,1.4498658638081126,1.796037409163085,1.4396851122715195
b0533,0.7663645028703882,0.4444090464665842,4.3472611499158775,4.521933755357105,4.63353416564278,4.894915499457683,4.575937091289772,4.691717081131904,0.8374014140685716,0.571353886805648,0.6020209205102207,0.6566292313511136,0.9012321031344568,0.0,0.5761766196699749,0.3846396097896044,0.8902499574819279,0.3665738144064178
b0534,1.2245026479937973,1.5320050900425457,4.7445905612820605,4.187516658493882,4.765970137165847,4.769371492721131,4.795538058464781,4.884572923466987,2.087804234639316,2.0041625205262585,1.6879118526240628,2.04065441813455,2.2811795881136847,2.129468003705208,1.9291713800540315,1.2384849520484886,1.4897709018633851,1.072674127159923
b0535,1.803507635748256,0.6422829179992542,2.523679206765567,2.960688150958393,3.142982031069148,2.557906048399545,3.2615335573118607,2.718846017305969,1.50319140598919,1.707559725311422,2.077223129911776,1.6960023320132498,1.7646141840333571,1.6508408812141542,1.8457992021541347,1.7547864791668046,2.182068022788751,2.3355062705385965
b0537,5.867786376570141,5.094465544545301,3.967086689063733,3.8181338756693366,3.86338523009316,3.717310530284732,3.944192018092431,4.145678588158896,6.070021035065892,5.824260755288562,5.985982778136346,5.92337697819924,5.830557984892468,5.91543758782918,6.034989085075648,5.274626139125897,6.101437813382151,5.329477591236892
b4633,3.367526677778184,1.764916785138419,2.0789717844655726,2.8081829153328908,2.52053304651311,2.801947892595431,2.313786774609306,2.4965778675171806,2.341651758156743,2.080894284212641,2.623964439501828,2.139614709594192,2.398668326016401,2.299522877071229,2.4199970253907863,1.703585891438097,2.3794573247659443,1.4381129239888957
b0539,3.143754018769826,1.2293653687545538,2.262064777598834,2.3006716255150934,2.969015687416501,2.718437015371486,2.4471300088744137,1.9218500155149945,3.362745381735884,3.043447080505533,3.042295625756945,2.078122357168078,3.0332787841553257,2.103948662283033,2.9914680546391867,2.3717334066380547,2.572540393364433,2.0822796267579062
b0542,5.33221331522646,4.28992897351568,5.056953716382564,5.020545073924023,5.332126644505387,5.213976950219056,5.00974007271411,5.268203092625409,4.870554079078989,3.577477725783126,4.240395369884021,5.202983789920582,5.220005029951138,4.99956914109433,5.605033133822039,4.0635033105757,5.439240900706264,4.315800344268158
b0540,0.0,0.0,0.9668864767607598,0.0,0.5857971102228261,0.0,0.0,0.5761633630963497,0.8955090483318864,0.4838309829631888,0.8869478208849904,0.0,0.3963940612218302,0.4033262010792904,0.0,0.4158128376180782,0.3907252635348949,0.0
b0541,0.5406358994295035,0.3863474694103233,0.7317350982500157,0.5968909990265798,1.146117607474915,0.4221437857979086,0.746752475612792,0.5941311391950999,1.3151892780476984,0.7564799873374679,0.5268622930636868,0.8182029725868086,0.1498012246387393,0.532507456965289,0.9194703159088772,0.5482916738702863,0.8961125470431703,0.2855609123789259
b0543,5.612858284803738,5.682837969690227,6.801055825583671,6.849232742787979,6.742001144954737,6.880455980371575,6.563149866096514,6.57282507451734,6.003685122164237,4.977834380476756,5.697080723664599,5.605559791726925,5.953353209450075,6.102389359315249,5.810482255752658,6.275012469222093,6.068964114514935,5.960300632021469
b4733,0.0,0.0,3.11052056298038,2.791598436231358,4.089818143849639,3.298840805770351,2.9741777407714327,2.7846192175100426,0.8955090483318864,0.0,0.8869478208849904,0.0,0.0,0.0,0.0,0.0,0.0,0.707149230289797
b0544,1.891522132092384,1.6012822531777238,7.7755639208279055,7.925860010095816,8.19843040913264,8.175173879803173,7.912452896538641,8.001557214366008,1.0694077634060453,0.8961518648087289,1.2232923415119643,2.431689561551589,2.059477234794125,2.4084847374153107,1.9198051625203532,1.7774773510192423,1.809632382913803,1.6381784871147875
b0545,4.5095825804071135,4.398931495040593,9.447674212562852,9.56681181568793,9.681539517837622,9.702293995383778,9.659060410122828,9.661570665101522,4.477216596458482,3.537414904103418,4.489431753697946,4.334836969421557,4.225051937614015,4.518069853049486,4.569966072863412,4.069939250462334,4.388735144639066,4.277449541379369
b0546,5.928087651658141,5.875739413012552,9.632238990057166,9.770885516854658,9.688222973607784,9.825995920195234,9.68360799993837,9.709669811196685,5.891788646178836,5.393813495478328,5.767597005886925,6.029502217083094,5.981233919589749,6.104017091357132,6.114349153485678,6.01783357046518,5.891213676056788,5.894849109670733
b4588,0.9753027631512092,1.4542391437487872,5.8009033678166055,5.884551241011718,5.674878698782099,5.728119754581374,6.04077926114492,6.011798473507022,0.0,1.1189698688226286,2.5839149945785724,0.0,1.5160566582057604,0.0,0.9613525639885288,0.0,1.5006590751301605,0.0
b0547,0.7209551343686316,0.0,7.036919550810215,6.9888456256685645,7.442920073901946,7.463260222985951,7.375096374282118,7.294467499065467,1.0921594957053244,1.36336050035976,1.6937183821153896,1.165944150047604,0.6996462919286743,0.0,0.8855245091507067,0.0,0.6905682263498529,0.2727206118396388
b0548,0.6564895855910214,0.0,6.711985061330813,6.562796340121038,7.024266748795062,7.053579741927185,7.242188967314824,6.935789876855726,1.327249816290646,0.7647189826152472,0.0,0.0,0.6366931821769446,1.4317034849037664,1.0907957730055169,0.0,0.0,0.6368128098882309
b0549,1.0113885302795624,0.0,7.021508592802686,7.058773681244907,7.216053292350776,7.178012237590257,7.117577813795094,7.476716718356719,0.9159968068985924,0.4964884313143611,0.0,1.391881147421349,0.0,0.7355732860473637,0.9970798421813176,0.0,0.7148785123020742,0.0
b0550,0.8594602294375834,0.7936371210933297,6.753569853221625,6.680727404630077,7.037725494394801,7.160647319037505,7.285918841515988,7.088451176738926,1.0471514180061836,0.4106660503612271,0.7671187168805443,0.3338930343642796,0.6066011780830523,0.3409304918963955,1.0458258909893772,0.6342669736076898,0.5984948621314818,0.3350196729496871
b4509,0.0,1.175563119176544,6.497747552334614,6.391931350903407,6.412585987314448,6.522316344435115,6.248741143142088,6.347322555818742,0.937477552041912,0.0,0.9286301158648268,1.5903630731842262,1.8840832225216717,1.2464497674945534,0.0,0.0,0.7327584416452965,0.7423961210433483
b0551,3.120723650238478,3.4512397745171115,6.941781218587931,7.227572386271696,7.42297439971486,7.424266151942348,7.1519640779432745,7.193242087182119,2.3312745806803625,1.66858921039176,2.868508812079569,3.65190495739824,3.476216975181772,3.4366689376654294,3.2175760065965684,3.4485193616869747,3.0514223640490785,3.306785041923165
b0553,6.394063715066405,5.686942581053171,3.798134879617464,3.9224342824859977,3.807424215062113,3.8500218514772655,3.924793021517246,3.862562468334463,2.178134886796128,2.6878079637242958,2.46590765524777,6.607462280881568,6.433742241993478,6.741732167771545,6.586644272551675,5.767774560203607,6.484725055944386,5.873822255661874
b0552,6.821482300129394,6.154746071696395,8.327225195316544,8.489948764785481,8.61558731817559,8.63925247131554,8.589583487357006,8.555843383303714,6.74246595579579,6.76061092476472,6.938132996572474,6.526423413212744,6.387810499943773,6.549587460763496,6.705317396856081,6.149001060034072,6.613151112155866,6.230362736635062
b0554,2.068101301793105,0.4965765715953946,5.227321108455925,5.420357424863941,5.635043347996152,5.79637932362307,5.289114089796984,5.292026825620454,4.286852961178112,3.5931287741277216,3.383527159504774,1.2097029550721814,1.4629655033072169,1.8828178177611716,1.2276017987204808,1.513912040563073,0.8984283535946087,2.1745039918588533
b0555,2.9864701102111586,2.190330866329954,5.114435684961263,4.983264690499757,5.4242554199218445,5.258607769280451,4.859688326995654,4.862574584705756,3.089900301595926,3.117862409332837,3.116702960969652,2.317927594479567,2.0834979776153357,2.5016749647724232,2.728083959550301,2.385689148083876,2.18910894151342,2.428221834417605
b0556,1.6474738252697754,0.4690340308218576,4.148674184793444,4.005971315913718,4.62891615017757,4.524027773926804,4.520322681916074,4.69280169153115,1.693523777437168,2.2871851179146527,1.680715598802861,1.6069529235134012,1.0191103402213633,1.1742161569108132,0.7025005177623191,0.5198752776803813,1.6878679718389886,1.1585237335075886
b4510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0557,2.8812864913588605,0.9302246653490724,5.32062867390448,5.160192448037744,5.278752212891405,5.325312271695841,5.209061425972949,5.541689518104205,1.2120923532585428,1.6007072483531777,1.2015631373142592,1.5504866718718984,2.0795226261517565,1.5728014100825245,2.398287433338123,1.6065391800983049,2.677126089843812,1.1959581231452796
b0558,0.3100498832747856,0.0,3.17204171660145,3.098808377166623,3.28899783349897,3.5552974056996,3.26025832639855,3.4160643600254943,0.9574668673197771,0.0,0.0,0.0,0.0,0.0,0.5559246660521519,0.0,0.5401175416189308,0.2996746139348253
b0559,2.401695545799513,1.6524297022460184,8.289927301198794,8.431011609975355,8.484382545714173,8.488094369603944,8.398806618176303,8.532264455051344,3.683050091553363,2.760150702000421,4.188349936446007,2.218250245422278,2.357419777862594,2.0950072081009425,2.821128860579918,1.7742716895411528,3.188149020953524,2.073379317605419
b4589,3.261598086412962,1.495916853195549,0.7943712166642988,2.013616179406877,0.8242107631994247,0.8120150794418254,1.3261181633850678,0.0,2.10725800397925,0.0,0.7253281749795648,1.9666440825969973,2.1392669366446198,2.4505189474100346,3.572808769441262,1.6114995423177398,2.7532845634687058,1.5589457011480543
b0560,1.890280794200164,0.7226013461432746,3.420015007664246,3.4282465960285418,3.2937339873519456,3.7744524228924696,3.7128161006436793,3.491741020837688,1.5314163208304108,2.023261465720315,1.8344863456548783,1.4495861151317064,1.850463111080653,1.375759730362489,1.5589089473197932,0.7942503433993756,1.2432199713519072,1.030481555008678
b4634,2.450084585640224,1.5899695967715657,3.1502206087920683,3.404045302116063,3.422985436876141,3.1869535058832947,3.688167323265736,3.108575958999465,2.117974060862051,2.033784065965111,2.2358366476491285,1.338904911024443,1.7891161536318414,2.0466965449835066,1.3579639209517147,1.3904488888430544,2.3003882500723645,0.9420269842422792
b0561,1.1524968748072004,0.704345376060691,3.305397006954521,3.490685256038117,3.669303803429048,3.1437171476039154,3.513821859271587,3.7584189406534407,1.6131297702688896,1.539771314221545,1.800966672800961,1.004052323457444,1.122601503432234,1.0210720252082215,1.3457441379755009,0.4386893379657198,1.3156127563447255,0.5894893581359195
b0562,4.095668151698876,3.721823692775061,5.425393207704463,5.50197042036595,5.478550816113065,5.523361596929658,5.533616130311565,5.550449872915528,3.150608523329117,3.33983011738705,3.4992474159364595,3.9745767193044017,4.255791839539724,4.180879791857451,4.465416656653213,3.693096971797909,4.166196337213161,3.496382969187384
b0563,3.777631577963391,2.52889560863709,6.02009764691955,5.742849762840068,5.805651304089104,5.990634356972943,5.731908966921417,6.076948398245087,2.159892367915288,2.4590785912018176,2.353131575144496,3.66551171019941,3.611230985422752,3.5115888605822008,3.694447447414673,2.081592831340833,3.8625334150445614,1.6043391323921403
b0564,4.964313660397557,4.154016049090325,9.798183183113954,10.109353615546938,10.069127459092744,10.091211587848369,9.899147869844782,10.115059940213364,4.353465515364389,3.730349645685969,4.248254363219888,5.235618978333718,4.953129542669487,5.209335708271182,5.024963326198591,4.509700016329179,4.894392634298619,4.356376863198803
b0565,8.678108382910377,8.218411634296318,4.527588195999672,4.750880278571619,4.486763941150175,4.429152216611062,4.3727964072617445,4.407471932509144,5.507832356106074,5.450456135737715,5.201101134880661,8.438013887167742,8.27822725783954,8.517908527006737,8.512354813010782,8.038851585005048,8.50388153761917,8.185022327057428
b0566,3.552510531407349,2.720345713817113,1.2112727398521963,0.4737470355387214,0.2596547009134262,0.4717140860849885,0.8249210641281636,0.4714674407610224,2.0763986377819683,2.204150763091824,1.941861541126952,3.329971646883948,3.184612011154443,3.3058644163863256,3.5732816530508824,2.790398862846871,3.221472671933568,2.828145893263168
b0567,3.233426852237216,3.287627363434516,5.105497530582714,5.159439514658081,4.993745198272505,5.125279756084907,5.058648665344791,5.248782957228201,4.153789972951521,4.151361659646265,3.40315748139343,3.0381411073032267,3.201342231145996,2.951110730982569,3.2079536337320844,3.666458583608273,3.146468950467921,3.631671085387184
b0568,3.503471736611107,3.431760551287673,4.340971388038948,4.64447289849432,4.329464752034739,4.440805744022045,4.417221627290001,4.426731802657668,4.802733213012959,4.832973435007296,4.410571616689669,3.423511464736126,3.307791739963948,3.4584248826973534,3.4732614321876745,3.447614245535629,3.461094121220783,3.523607275683805
b0569,3.399765727201135,3.304882400844492,3.22984893002388,3.138916401597511,3.0089441284426086,3.185636425221529,3.223344417223147,3.2561343393305697,5.162926535400981,5.030036480437432,4.83252497266496,3.284407690555533,3.481958161192705,3.1766772299663573,3.373959496922418,3.0529287636470257,3.449383513020269,3.326354445839153
b0570,4.501237492044342,3.198439135777868,1.6704403900910532,1.7921003395222712,2.0071188248792757,2.0227208970972983,2.343040054011808,1.908987691436592,3.9446135198485086,3.8164411893428265,3.7302060198663343,4.0408935566084825,4.016688894496169,4.199143942108339,4.622524772144438,3.002586850620218,4.570649971788237,3.130804943377957
b0571,5.517365815846235,3.2769385691503268,2.3748780712596926,2.1584362508349444,2.0269789552318134,2.2862125438733334,2.405187935906956,2.1521075630794826,4.312192174418604,4.513804596188258,4.36144002331763,4.630545368552215,4.809652003722023,4.417636975883327,5.42452206010531,3.583578030665389,5.361395656029263,3.546170738653829
b0572,0.839051439674088,0.5381679146916674,2.116001731374741,1.8854459543543656,1.98284406639312,1.7935321085002038,2.278119525340553,2.1817076581714705,1.2108983118843843,0.5210422190762969,1.465485991287973,0.8683541830904067,1.165276791745518,0.6446983996533109,0.7073495646785275,0.8498421442448171,1.3950455228194931,0.0963406676364785
b0573,0.916648661812154,1.0468538981778968,3.326273812624044,3.020746449121616,3.189379266813257,2.657653018279995,3.2303637845541013,3.2330346880428418,2.035644395568447,2.080894284212641,2.151516156608256,1.0945611764710728,1.9443992146129083,2.2563026384354314,1.852406215399296,1.890841312160088,2.527036397079135,1.5823660620996516
b0574,1.7375266469934498,0.7246896003213399,2.413739274946831,2.8900164332335905,2.785040935271614,2.6546743061145115,2.783071255532443,2.446679858388376,2.261618627095332,1.6546724463271842,2.043441872481709,1.6610306712299674,1.6993736998574551,1.3680112655955663,1.533199043851448,1.7191837132119128,1.7499151098291252,1.3507398318084876
b0575,2.867823165489844,2.521593389043672,3.304689765516264,3.4882391944475053,3.1280335761163967,3.2238187833839347,3.3317164436905395,3.265810380402547,2.596533901219588,2.404981699546652,2.531353376885192,2.6807642149730397,2.731697641856591,2.5210041038453483,2.644877861382673,2.8123702019061305,2.5083093015161224,2.3854902327229643
b0576,5.697074059671933,4.946723271353652,4.937194873250986,4.856165244094485,4.918604773126884,5.006306405328365,5.035789049345427,5.084879398792294,4.007864346414793,4.245603261134679,4.201025761959847,5.11140920201122,5.2025668860631145,5.009045415605633,5.74654772348288,4.932995907632213,5.577715814114154,5.0730647171902135
b0577,5.1531108277009245,4.494833863909645,5.653553463892563,5.496492122293673,5.807953535067704,5.650652523488116,5.519317801312496,5.663285369717108,6.806651215541664,6.865530610982295,7.013524193203734,4.892734205500305,4.886593059238973,4.958115433099059,5.083182057150347,4.793899385587474,5.190488113035478,4.5688324469083605
